# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

56591.2 	 2.26141 	 1.37099 	 377.136 	 4757.29 	 20.4362 	 143.659 	 4.99989e+47 	 1.66241e+16 	 2.38926e+16 	 83 	 0.169282 	 5.42526e-05 	 0.407508
56883.3 	 2.26849 	 1.38825 	 198.703 	 1334.28 	 0.843886 	 143.132 	 2.10327e+47 	 1.10854e+17 	 9.90251e+14 	 4 	 0.133347 	 4.3013e-05 	 0.2272
56898.5 	 9.64055 	 1.29614 	 250.522 	 2121.52 	 2.78395 	 148.14 	 3.80066e+47 	 6.34538e+16 	 3.15636e+15 	 367 	 0.133347 	 0.00194861 	 0.282979
57030.2 	 2.27207 	 1.38166 	 384.807 	 5029.94 	 23.3102 	 143.658 	 6.04039e+47 	 1.54089e+16 	 2.7253e+16 	 84 	 0.197277 	 4.27916e-05 	 0.41742
57241.1 	 9.64836 	 1.29353 	 661.762 	 14982.2 	 368.225 	 148.735 	 6.56047e+48 	 3.45653e+15 	 4.15811e+17 	 467 	 0.917822 	 0.00192535 	 0.637813
57443.5 	 2.28208 	 1.40186 	 199.109 	 1366.25 	 0.886639 	 143.135 	 2.13861e+47 	 1.08049e+17 	 1.0404e+15 	 3 	 0.133347 	 3.16732e-05 	 0.229765
57478.1 	 2.28293 	 1.39252 	 392.275 	 5309.49 	 26.4771 	 143.657 	 7.21188e+47 	 1.43195e+16 	 3.09557e+16 	 85 	 0.227599 	 3.1635e-05 	 0.427234
57933.8 	 2.29397 	 1.39337 	 396.46 	 5509.73 	 28.9213 	 144.181 	 8.13733e+47 	 1.38538e+16 	 3.36904e+16 	 86 	 0.249694 	 3.11394e-05 	 0.434017
57975.6 	 9.66496 	 1.29971 	 660.948 	 15331.4 	 386.657 	 149.33 	 6.6621e+48 	 3.43641e+15 	 4.34886e+17 	 468 	 0.9228 	 0.00187687 	 0.642707
58020.2 	 2.29605 	 1.40565 	 202.451 	 1441.01 	 1.00653 	 143.657 	 2.26359e+47 	 1.02231e+17 	 1.17679e+15 	 2 	 0.133347 	 2.07229e-05 	 0.235656
58397.7 	 2.30519 	 1.4046 	 403.671 	 5803.81 	 32.6738 	 144.177 	 9.54565e+47 	 1.29155e+16 	 3.80627e+16 	 87 	 0.283692 	 2.04558e-05 	 0.443683
58614.1 	 2.3104 	 1.42002 	 202.466 	 1470.87 	 1.04876 	 143.658 	 2.29278e+47 	 1.00152e+17 	 1.22615e+15 	 1 	 0.133347 	 1.01644e-05 	 0.237956
58721 	 9.68167 	 1.306 	 659.931 	 15679.9 	 405.421 	 149.925 	 6.75857e+48 	 3.41917e+15 	 4.5418e+17 	 469 	 0.927365 	 0.00182952 	 0.647491
58870.2 	 2.31661 	 1.41602 	 410.736 	 6106.4 	 36.802 	 144.175 	 1.10836e+48 	 1.20635e+16 	 4.28726e+16 	 88 	 0.319428 	 1.00761e-05 	 0.453239
58994.9 	 9.68777 	 1.32264 	 245.185 	 2184.61 	 2.91223 	 149.326 	 3.85174e+47 	 6.50041e+16 	 3.27557e+15 	 366 	 0.133347 	 0.00180242 	 0.286852
59226 	 2.32516 	 1.4348 	 202.336 	 1499.82 	 1.08978 	 143.66 	 2.31929e+47 	 9.82876e+16 	 1.27408e+15 	 0 	 0.133347 	 0 	 0.240144
59351.4 	 2.3282 	 1.42762 	 417.609 	 6416.06 	 41.3086 	 144.173 	 1.27315e+48 	 1.12918e+16 	 4.8123e+16 	 89 	 0.356312 	 0 	 0.46268
59472.6 	 9.69848 	 1.32291 	 662.357 	 16202.4 	 434.451 	 149.914 	 6.85966e+48 	 3.29584e+15 	 4.86737e+17 	 470 	 0.933944 	 0.00177358 	 0.654459
59840.8 	 2.33997 	 1.42918 	 421.298 	 6638.08 	 44.7667 	 144.688 	 1.39928e+48 	 1.09738e+16 	 5.19662e+16 	 90 	 0.382121 	 0 	 0.469249
60232.2 	 9.71538 	 1.32936 	 661.039 	 16552.9 	 454.323 	 150.502 	 6.94595e+48 	 3.2835e+15 	 5.07012e+17 	 471 	 0.93768 	 0.00172913 	 0.659015
60342.6 	 2.35196 	 1.43095 	 424.857 	 6864.4 	 48.4477 	 145.203 	 1.5308e+48 	 1.0674e+16 	 5.60394e+16 	 91 	 0.408162 	 0 	 0.475758
60856.7 	 2.36415 	 1.43291 	 428.262 	 7094.2 	 52.3463 	 145.721 	 1.66659e+48 	 1.03928e+16 	 6.0334e+16 	 92 	 0.434184 	 0 	 0.482206
61002.7 	 9.73239 	 1.33591 	 659.586 	 16904.6 	 474.64 	 151.09 	 7.02892e+48 	 3.27289e+15 	 5.27625e+17 	 472 	 0.941144 	 0.00168572 	 0.663464
61232.5 	 9.73742 	 1.35153 	 239.219 	 2240.37 	 3.0117 	 150.497 	 3.87991e+47 	 6.7029e+16 	 3.36109e+15 	 365 	 0.133347 	 0.00166371 	 0.290171
61383 	 2.37654 	 1.43508 	 431.514 	 7327.47 	 56.4697 	 146.239 	 1.80601e+48 	 1.0129e+16 	 6.48558e+16 	 93 	 0.460042 	 0 	 0.488591
61778.5 	 9.74947 	 1.35311 	 661.427 	 17434.3 	 506.22 	 151.078 	 7.1113e+48 	 3.16364e+15 	 5.62774e+17 	 473 	 0.946208 	 0.00163443 	 0.669978
61921.5 	 2.38913 	 1.43743 	 434.64 	 7565.03 	 60.842 	 146.759 	 1.94898e+48 	 9.87954e+15 	 6.96301e+16 	 94 	 0.485694 	 0 	 0.49491
62472 	 2.40191 	 1.43997 	 437.571 	 7804.33 	 65.4199 	 147.279 	 2.09304e+48 	 9.64822e+15 	 7.46045e+16 	 95 	 0.510725 	 0 	 0.501161
62562.8 	 9.76665 	 1.35982 	 659.715 	 17787.4 	 527.59 	 151.659 	 7.18557e+48 	 3.15696e+15 	 5.84285e+17 	 474 	 0.949064 	 0.0015937 	 0.674208
63034.6 	 2.41488 	 1.4427 	 440.403 	 8048.73 	 70.28 	 147.801 	 2.23997e+48 	 9.42753e+15 	 7.98639e+16 	 96 	 0.535407 	 0 	 0.507343
63357.7 	 9.78393 	 1.36662 	 657.846 	 18139.1 	 549.2 	 152.24 	 7.25595e+48 	 3.15234e+15 	 6.05899e+17 	 475 	 0.9517 	 0.00155396 	 0.678333
63609.1 	 2.42803 	 1.4456 	 443.069 	 8295.65 	 75.376 	 148.324 	 2.38729e+48 	 9.22122e+15 	 8.53529e+16 	 97 	 0.559357 	 0 	 0.513455
63620.5 	 9.7896 	 1.38291 	 232.631 	 2287.17 	 3.07586 	 151.654 	 3.88316e+47 	 6.96159e+16 	 3.40652e+15 	 364 	 0.133347 	 0.0015325 	 0.292953
64158.1 	 9.80129 	 1.3841 	 659.128 	 18672.9 	 583.091 	 152.228 	 7.32173e+48 	 3.0553e+15 	 6.4334e+17 	 476 	 0.955629 	 0.00150692 	 0.684411
64195.6 	 2.44136 	 1.44868 	 445.572 	 8545.03 	 80.7118 	 148.848 	 2.53439e+48 	 9.02827e+15 	 9.10732e+16 	 98 	 0.582499 	 0 	 0.519493
64793.9 	 2.45486 	 1.45193 	 447.96 	 8798.62 	 86.3353 	 149.373 	 2.68199e+48 	 8.84497e+15 	 9.70764e+16 	 99 	 0.604947 	 0 	 0.525457
64966.5 	 9.81873 	 1.39105 	 657.038 	 19025.2 	 605.656 	 152.801 	 7.38468e+48 	 3.05385e+15 	 6.65728e+17 	 477 	 0.957818 	 0.00146965 	 0.688325
65404.1 	 2.46854 	 1.45534 	 450.19 	 9054.6 	 92.2104 	 149.899 	 2.82832e+48 	 8.67338e+15 	 1.03319e+17 	 100 	 0.626474 	 0 	 0.531346
65785.5 	 9.83627 	 1.39808 	 654.787 	 19374.5 	 628.295 	 153.374 	 7.44366e+48 	 3.0545e+15 	 6.88031e+17 	 478 	 0.959837 	 0.00143329 	 0.69214
66026 	 2.48238 	 1.45891 	 452.288 	 9313.83 	 98.365 	 150.425 	 2.97356e+48 	 8.51139e+15 	 1.09829e+17 	 101 	 0.647131 	 0 	 0.537158
66169.1 	 9.84443 	 1.41689 	 225.547 	 2325.72 	 3.10681 	 152.796 	 3.86377e+47 	 7.27639e+16 	 3.41507e+15 	 363 	 0.133347 	 0.00140876 	 0.295212
66610.8 	 9.85389 	 1.41583 	 655.513 	 19907.9 	 664.047 	 153.363 	 7.494e+48 	 2.9685e+15 	 7.27237e+17 	 479 	 0.962902 	 0.00139014 	 0.697798
66659.7 	 2.49638 	 1.46264 	 454.212 	 9574.42 	 104.754 	 150.952 	 3.116e+48 	 8.36087e+15 	 1.16554e+17 	 102 	 0.666741 	 0 	 0.542893
67305 	 2.51054 	 1.46652 	 456.033 	 9839.11 	 111.458 	 151.48 	 3.25728e+48 	 8.21743e+15 	 1.23581e+17 	 103 	 0.685528 	 0 	 0.548548
67443 	 9.87158 	 1.42299 	 653.074 	 20256.9 	 687.506 	 153.929 	 7.54661e+48 	 2.97173e+15 	 7.50159e+17 	 480 	 0.964593 	 0.00135604 	 0.70141
67962 	 2.52486 	 1.47056 	 457.686 	 10105 	 118.402 	 152.009 	 3.39515e+48 	 8.08414e+15 	 1.30824e+17 	 104 	 0.70327 	 0 	 0.554123
68285.5 	 9.88936 	 1.43024 	 650.536 	 20605.1 	 711.189 	 154.495 	 7.59682e+48 	 2.97626e+15 	 7.73158e+17 	 481 	 0.966172 	 0.00132278 	 0.704927
68630.7 	 2.53932 	 1.47474 	 459.22 	 10374 	 125.644 	 152.538 	 3.53069e+48 	 7.95809e+15 	 1.38344e+17 	 105 	 0.720125 	 0 	 0.559617
68889.4 	 9.90201 	 1.45358 	 218.064 	 2356.4 	 3.10627 	 153.925 	 3.82356e+47 	 7.65013e+16 	 3.38943e+15 	 362 	 0.133347 	 0.00129239 	 0.296966
69136.2 	 9.90722 	 1.44825 	 650.748 	 21135.5 	 748.468 	 154.485 	 7.63359e+48 	 2.89987e+15 	 8.13738e+17 	 482 	 0.968587 	 0.00128318 	 0.710184
69310.9 	 2.55394 	 1.47906 	 460.637 	 10646.1 	 133.19 	 153.068 	 3.66372e+48 	 7.83882e+15 	 1.46146e+17 	 106 	 0.736105 	 0 	 0.565029
69991.7 	 9.92514 	 1.45562 	 648.03 	 21481.4 	 772.721 	 155.044 	 7.67777e+48 	 2.90684e+15 	 8.37077e+17 	 483 	 0.969913 	 0.001252 	 0.713507
70002.7 	 2.5687 	 1.48353 	 461.898 	 10919.2 	 140.982 	 153.598 	 3.79278e+48 	 7.72809e+15 	 1.5416e+17 	 107 	 0.75111 	 0 	 0.570359
70706 	 2.58361 	 1.48813 	 463.006 	 11193.2 	 149.015 	 154.129 	 3.91778e+48 	 7.62536e+15 	 1.62383e+17 	 108 	 0.765181 	 0 	 0.575607
70857.6 	 9.94315 	 1.46307 	 645.165 	 21822 	 796.751 	 155.602 	 7.71823e+48 	 2.91583e+15 	 8.6001e+17 	 484 	 0.971136 	 0.00122159 	 0.716739
71420.7 	 2.59865 	 1.49287 	 464.007 	 11470.1 	 157.357 	 154.66 	 4.03997e+48 	 7.52812e+15 	 1.70886e+17 	 109 	 0.778469 	 0 	 0.58077
71733.6 	 9.96124 	 1.47059 	 642.201 	 22159.9 	 820.776 	 156.16 	 7.75618e+48 	 2.92622e+15 	 8.82777e+17 	 485 	 0.972277 	 0.00119193 	 0.71988
71793 	 9.96246 	 1.48256 	 212.725 	 2435.48 	 3.27209 	 155.593 	 3.89414e+47 	 7.92171e+16 	 3.5321e+15 	 361 	 0.133347 	 0.00118328 	 0.301486
72147 	 2.61384 	 1.49773 	 464.883 	 11748.8 	 165.978 	 155.192 	 4.15866e+48 	 7.43706e+15 	 1.7963e+17 	 110 	 0.790953 	 0 	 0.585849
72612.7 	 9.97939 	 1.48891 	 641.932 	 22687.4 	 859.876 	 156.145 	 7.77937e+48 	 2.85824e+15 	 9.24923e+17 	 486 	 0.974107 	 0.00115671 	 0.724664
72884.6 	 2.62915 	 1.50273 	 465.639 	 12029.3 	 174.877 	 155.724 	 4.27384e+48 	 7.35183e+15 	 1.88614e+17 	 111 	 0.802671 	 0 	 0.590844
73501.5 	 9.99762 	 1.49655 	 638.803 	 23020.2 	 884.081 	 156.696 	 7.81173e+48 	 2.87091e+15 	 9.47613e+17 	 487 	 0.975068 	 0.0011289 	 0.727624
73633.7 	 2.64459 	 1.50784 	 466.255 	 12310.4 	 184.015 	 156.256 	 4.38491e+48 	 7.27305e+15 	 1.97793e+17 	 112 	 0.813618 	 0 	 0.595755
74394.1 	 2.66017 	 1.51309 	 466.778 	 12594.1 	 193.469 	 156.789 	 4.49315e+48 	 7.19852e+15 	 2.07249e+17 	 113 	 0.823927 	 0 	 0.60058
74400.4 	 10.0159 	 1.50426 	 635.588 	 23349.9 	 908.191 	 157.247 	 7.8419e+48 	 2.88489e+15 	 9.70047e+17 	 488 	 0.975966 	 0.00110179 	 0.730497
74890.7 	 10.0258 	 1.52497 	 204.456 	 2448.17 	 3.20018 	 156.69 	 3.80892e+47 	 8.43295e+16 	 3.43029e+15 	 360 	 0.133347 	 0.0010813 	 0.302199
75166 	 2.67587 	 1.51845 	 467.149 	 12877.3 	 203.114 	 157.321 	 4.59674e+48 	 7.13074e+15 	 2.16845e+17 	 114 	 0.833505 	 0 	 0.60532
75306 	 10.0343 	 1.52282 	 634.884 	 23868.9 	 947.885 	 157.234 	 7.85477e+48 	 2.82439e+15 	 1.01252e+18 	 489 	 0.977441 	 0.00106941 	 0.734922
75949.1 	 2.69169 	 1.52393 	 467.393 	 13160.7 	 212.984 	 157.854 	 4.6964e+48 	 7.06849e+15 	 2.26614e+17 	 115 	 0.842442 	 0 	 0.609976
76217.4 	 10.0527 	 1.53064 	 631.527 	 24192.4 	 971.959 	 157.778 	 7.87998e+48 	 2.8404e+15 	 1.03466e+18 	 490 	 0.978202 	 0.00104398 	 0.737623
76743.6 	 2.70763 	 1.52952 	 467.571 	 13447.8 	 223.212 	 158.387 	 4.79402e+48 	 7.00885e+15 	 2.36698e+17 	 116 	 0.850894 	 0 	 0.614545
77139 	 10.0712 	 1.53853 	 628.096 	 24512.5 	 995.847 	 158.322 	 7.90324e+48 	 2.85766e+15 	 1.05645e+18 	 491 	 0.978915 	 0.00101919 	 0.740242
77549.4 	 2.72369 	 1.53523 	 467.59 	 13732.8 	 233.566 	 158.921 	 4.88665e+48 	 6.956e+15 	 2.46847e+17 	 117 	 0.858706 	 0 	 0.61903
78070.6 	 10.0898 	 1.54649 	 624.556 	 24826 	 1019.2 	 158.865 	 7.92356e+48 	 2.8767e+15 	 1.07753e+18 	 492 	 0.979575 	 0.000995008 	 0.742779
78198.4 	 10.0924 	 1.55986 	 198.187 	 2508.05 	 3.28935 	 158.312 	 3.82918e+47 	 8.84918e+16 	 3.48975e+15 	 359 	 0.133347 	 0.000986193 	 0.30556
78366.4 	 2.73987 	 1.54104 	 467.492 	 14017.8 	 244.128 	 159.454 	 4.97559e+48 	 6.90794e+15 	 2.57146e+17 	 118 	 0.865995 	 0 	 0.62343
79005.6 	 10.1085 	 1.56533 	 623.442 	 25333.7 	 1059.31 	 158.849 	 7.92575e+48 	 2.82295e+15 	 1.12005e+18 	 493 	 0.980721 	 0.000966143 	 0.746783
79194.8 	 2.75616 	 1.54697 	 467.318 	 14305.1 	 254.992 	 159.987 	 5.06215e+48 	 6.86278e+15 	 2.67694e+17 	 119 	 0.87286 	 0 	 0.627745
79949.6 	 10.1272 	 1.57339 	 619.787 	 25639.5 	 1082.33 	 159.385 	 7.94182e+48 	 2.84382e+15 	 1.14053e+18 	 494 	 0.981283 	 0.000943462 	 0.749159
80034.4 	 2.77256 	 1.553 	 467.015 	 14591.1 	 266.002 	 160.52 	 5.14462e+48 	 6.82285e+15 	 2.78324e+17 	 120 	 0.879237 	 0 	 0.631975
80885.3 	 2.78907 	 1.55913 	 466.624 	 14878 	 277.253 	 161.054 	 5.2243e+48 	 6.78632e+15 	 2.89136e+17 	 121 	 0.885219 	 0 	 0.63612
80903.6 	 10.1459 	 1.58152 	 616.073 	 25941.3 	 1105.02 	 159.921 	 7.95624e+48 	 2.86588e+15 	 1.16055e+18 	 495 	 0.98181 	 0.000921341 	 0.751458
81728.6 	 10.1621 	 1.60852 	 189.477 	 2504.12 	 3.15607 	 159.379 	 3.70682e+47 	 9.52308e+16 	 3.32593e+15 	 358 	 0.133347 	 0.000897777 	 0.305304
81747.4 	 2.80569 	 1.56537 	 466.129 	 15164.6 	 288.684 	 161.587 	 5.30069e+48 	 6.75384e+15 	 3.00064e+17 	 122 	 0.890805 	 0 	 0.640181
81866.5 	 10.1648 	 1.60057 	 614.566 	 26432.8 	 1144.4 	 159.909 	 7.9498e+48 	 2.81867e+15 	 1.20199e+18 	 496 	 0.982747 	 0.000894754 	 0.755142
82620.7 	 2.82241 	 1.5717 	 465.533 	 15450.8 	 300.287 	 162.12 	 5.3739e+48 	 6.72526e+15 	 3.11098e+17 	 123 	 0.896023 	 0 	 0.644158
82832.9 	 10.1837 	 1.6088 	 610.755 	 26726 	 1166.52 	 160.438 	 7.96043e+48 	 2.84247e+15 	 1.22118e+18 	 497 	 0.983197 	 0.000873997 	 0.757287
83505.3 	 2.83924 	 1.57814 	 464.839 	 15736.4 	 312.051 	 162.653 	 5.44403e+48 	 6.70044e+15 	 3.22226e+17 	 124 	 0.900899 	 0 	 0.648052
83809.2 	 10.2026 	 1.61709 	 606.855 	 27011.5 	 1187.87 	 160.967 	 7.96854e+48 	 2.868e+15 	 1.23945e+18 	 498 	 0.983612 	 0.000853753 	 0.759359
84401.1 	 2.85617 	 1.58467 	 464.033 	 16020.2 	 323.903 	 163.186 	 5.5106e+48 	 6.68001e+15 	 3.33372e+17 	 125 	 0.905436 	 0 	 0.651863
84795.5 	 10.2217 	 1.62544 	 602.907 	 27292.5 	 1208.77 	 161.495 	 7.97525e+48 	 2.89472e+15 	 1.25714e+18 	 499 	 0.984003 	 0.000834007 	 0.761357
85308.2 	 2.8732 	 1.59129 	 463.154 	 16304.4 	 335.955 	 163.719 	 5.57486e+48 	 6.66231e+15 	 3.44652e+17 	 126 	 0.909702 	 0 	 0.655591
85496.8 	 10.2351 	 1.64981 	 182.609 	 2545.32 	 3.17374 	 160.959 	 3.68302e+47 	 1.01126e+17 	 3.31171e+15 	 357 	 0.133347 	 0.000815792 	 0.307587
85789.5 	 10.2408 	 1.64477 	 601.041 	 27763.5 	 1246.88 	 161.482 	 7.95999e+48 	 2.8535e+15 	 1.29687e+18 	 500 	 0.984745 	 0.000810234 	 0.764668
86226.4 	 2.89033 	 1.59801 	 462.169 	 16586.5 	 348.07 	 164.251 	 5.63576e+48 	 6.64876e+15 	 3.55923e+17 	 127 	 0.913673 	 0 	 0.659236
86788.1 	 10.2599 	 1.65322 	 596.998 	 28032.7 	 1266.71 	 162.003 	 7.9629e+48 	 2.88218e+15 	 1.31326e+18 	 501 	 0.985075 	 0.000791696 	 0.766523
87155.9 	 2.90756 	 1.60482 	 461.081 	 16866.3 	 360.23 	 164.783 	 5.69342e+48 	 6.63925e+15 	 3.67167e+17 	 128 	 0.917372 	 0 	 0.6628
87796.6 	 10.2791 	 1.66173 	 592.898 	 28295.3 	 1285.81 	 162.524 	 7.96405e+48 	 2.91234e+15 	 1.32879e+18 	 502 	 0.985382 	 0.000773612 	 0.768308
88096.6 	 2.92488 	 1.61171 	 459.928 	 17146.3 	 372.558 	 165.315 	 5.74902e+48 	 6.63216e+15 	 3.7851e+17 	 129 	 0.920857 	 0 	 0.666283
88815.1 	 10.2984 	 1.6703 	 588.742 	 28551.2 	 1304.15 	 163.045 	 7.96348e+48 	 2.94402e+15 	 1.34344e+18 	 503 	 0.985666 	 0.000755969 	 0.770025
89048.5 	 2.94229 	 1.6187 	 458.679 	 17423.8 	 384.903 	 165.847 	 5.80155e+48 	 6.62893e+15 	 3.89798e+17 	 130 	 0.924106 	 0 	 0.669685
89520 	 10.3117 	 1.69453 	 175.487 	 2577.09 	 3.1568 	 162.516 	 3.63781e+47 	 1.08011e+17 	 3.26249e+15 	 356 	 0.133347 	 0.000739957 	 0.309319
89841.1 	 10.3177 	 1.68989 	 586.548 	 28997.4 	 1340.11 	 163.03 	 7.94044e+48 	 2.90853e+15 	 1.3806e+18 	 504 	 0.986259 	 0.000734676 	 0.772985
90011.6 	 2.9598 	 1.62577 	 457.369 	 17701.3 	 397.394 	 166.379 	 5.85219e+48 	 6.62797e+15 	 4.01163e+17 	 131 	 0.927172 	 0 	 0.673007
90871.9 	 10.3371 	 1.69855 	 582.333 	 29241.9 	 1357.28 	 163.544 	 7.93703e+48 	 2.94191e+15 	 1.39389e+18 	 505 	 0.9865 	 0.000718102 	 0.774567
90986 	 2.9774 	 1.63293 	 455.969 	 17976 	 409.875 	 166.91 	 5.89993e+48 	 6.63071e+15 	 4.12446e+17 	 132 	 0.930031 	 0 	 0.676249
91912.7 	 10.3566 	 1.70727 	 578.052 	 29477.4 	 1373.38 	 164.058 	 7.93154e+48 	 2.97711e+15 	 1.40602e+18 	 506 	 0.986721 	 0.000701932 	 0.776083
91971.7 	 2.99509 	 1.64017 	 454.48 	 18247.8 	 422.325 	 167.44 	 5.94485e+48 	 6.63708e+15 	 4.23627e+17 	 133 	 0.9327 	 0 	 0.679413
92963.5 	 10.3761 	 1.71605 	 573.725 	 29705.5 	 1388.6 	 164.57 	 7.9245e+48 	 3.0139e+15 	 1.41718e+18 	 507 	 0.986924 	 0.000686152 	 0.777534
92968.6 	 3.01287 	 1.6475 	 452.906 	 18516.7 	 434.726 	 167.971 	 5.98703e+48 	 6.64701e+15 	 4.34689e+17 	 134 	 0.935192 	 0 	 0.682498
93815.9 	 10.3919 	 1.74282 	 168.183 	 2599.68 	 3.10774 	 164.049 	 3.57306e+47 	 1.15999e+17 	 3.18176e+15 	 355 	 0.133347 	 0.000669988 	 0.310521
93976.8 	 3.03074 	 1.65491 	 451.283 	 18785 	 447.221 	 168.501 	 6.02763e+48 	 6.659e+15 	 4.45777e+17 	 135 	 0.93755 	 0 	 0.685505
94022.7 	 10.3957 	 1.73591 	 571.251 	 30124.8 	 1421.8 	 164.556 	 7.89504e+48 	 2.98379e+15 	 1.45118e+18 	 508 	 0.987402 	 0.000667043 	 0.780166
94996.2 	 3.04869 	 1.66239 	 449.562 	 19048.8 	 459.554 	 169.03 	 6.0651e+48 	 6.67519e+15 	 4.56635e+17 	 136 	 0.939739 	 0 	 0.688436
95085.9 	 10.4153 	 1.74478 	 566.862 	 30338.4 	 1435.36 	 165.063 	 7.88502e+48 	 3.02265e+15 	 1.46052e+18 	 509 	 0.987568 	 0.000652209 	 0.78149
96027 	 3.06673 	 1.66996 	 447.781 	 19310.4 	 471.868 	 169.559 	 6.10059e+48 	 6.69408e+15 	 4.67408e+17 	 137 	 0.941798 	 0 	 0.691289
96159.1 	 10.435 	 1.75371 	 562.433 	 30544.3 	 1447.96 	 165.568 	 7.87358e+48 	 3.06318e+15 	 1.46885e+18 	 510 	 0.98772 	 0.000637733 	 0.782751
97069.1 	 3.08485 	 1.67761 	 445.925 	 19568.6 	 484.065 	 170.088 	 6.13363e+48 	 6.71638e+15 	 4.77999e+17 	 138 	 0.943724 	 0 	 0.694067
97242.4 	 10.4548 	 1.7627 	 557.967 	 30742.3 	 1459.59 	 166.073 	 7.86076e+48 	 3.1054e+15 	 1.47614e+18 	 511 	 0.987858 	 0.000623602 	 0.78395
98122.5 	 3.10306 	 1.68533 	 444.012 	 19824.5 	 496.212 	 170.616 	 6.16482e+48 	 6.74134e+15 	 4.88477e+17 	 139 	 0.945537 	 0 	 0.69677
98335.8 	 10.4746 	 1.77175 	 553.448 	 30930.5 	 1469.99 	 166.578 	 7.84608e+48 	 3.14967e+15 	 1.48216e+18 	 512 	 0.987979 	 0.000609811 	 0.785088
98403.4 	 10.4758 	 1.78406 	 162.273 	 2662.68 	 3.18417 	 166.059 	 3.58885e+47 	 1.23239e+17 	 3.22055e+15 	 354 	 0.133347 	 0.000605592 	 0.313948
99187.3 	 3.12135 	 1.69313 	 442.03 	 20076.6 	 508.206 	 171.144 	 6.19368e+48 	 6.76965e+15 	 4.98741e+17 	 140 	 0.947233 	 0 	 0.699399
99432 	 10.4945 	 1.79192 	 550.724 	 31313.5 	 1499.03 	 166.558 	 7.81006e+48 	 3.12507e+15 	 1.51162e+18 	 513 	 0.988353 	 0.000593126 	 0.787354
100263 	 3.13972 	 1.70101 	 439.979 	 20324.7 	 520.027 	 171.671 	 6.22028e+48 	 6.80132e+15 	 5.08775e+17 	 141 	 0.94882 	 0 	 0.701953
100538 	 10.5144 	 1.80107 	 546.16 	 31485.5 	 1507.48 	 167.056 	 7.79277e+48 	 3.17164e+15 	 1.51561e+18 	 514 	 0.988446 	 0.000580148 	 0.788373
101351 	 3.15817 	 1.70896 	 437.879 	 20570.2 	 531.75 	 172.197 	 6.2452e+48 	 6.8356e+15 	 5.18654e+17 	 142 	 0.950316 	 0 	 0.704435
101654 	 10.5344 	 1.81027 	 541.582 	 31651.2 	 1515.12 	 167.554 	 7.77474e+48 	 3.21976e+15 	 1.51876e+18 	 515 	 0.98853 	 0.000567478 	 0.789333
102450 	 3.1767 	 1.71698 	 435.715 	 20811.6 	 543.266 	 172.723 	 6.26798e+48 	 6.87322e+15 	 5.28273e+17 	 143 	 0.951715 	 0 	 0.706843
102781 	 10.5545 	 1.81953 	 536.976 	 31808.5 	 1521.7 	 168.05 	 7.75548e+48 	 3.2698e+15 	 1.52085e+18 	 516 	 0.988601 	 0.000555107 	 0.790233
103302 	 10.5637 	 1.83989 	 154.679 	 2666.19 	 3.0703 	 167.541 	 3.48532e+47 	 1.3379e+17 	 3.07792e+15 	 353 	 0.133347 	 0.000546477 	 0.31408
103561 	 3.19532 	 1.72508 	 433.491 	 21048.6 	 554.556 	 173.249 	 6.28867e+48 	 6.9142e+15 	 5.37616e+17 	 144 	 0.953024 	 0 	 0.70918
103913 	 10.5746 	 1.83997 	 534.001 	 32154.2 	 1546.18 	 168.032 	 7.71392e+48 	 3.25129e+15 	 1.54548e+18 	 517 	 0.9889 	 0.000540067 	 0.792209
104682 	 3.21401 	 1.73326 	 431.223 	 21282.7 	 565.7 	 173.774 	 6.30782e+48 	 6.9578e+15 	 5.46763e+17 	 145 	 0.954259 	 0 	 0.711446
105052 	 10.5948 	 1.84932 	 529.342 	 32292.2 	 1550.39 	 168.523 	 7.69179e+48 	 3.3042e+15 	 1.54518e+18 	 518 	 0.988945 	 0.000528417 	 0.792997
105816 	 3.23277 	 1.7415 	 428.882 	 21510.7 	 576.485 	 174.298 	 6.32449e+48 	 7.0055e+15 	 5.55511e+17 	 146 	 0.955403 	 0 	 0.713641
106202 	 10.615 	 1.85874 	 524.66 	 32421.5 	 1553.51 	 169.013 	 7.66851e+48 	 3.35917e+15 	 1.5438e+18 	 519 	 0.988979 	 0.000517039 	 0.793727
106961 	 3.25162 	 1.74982 	 426.487 	 21734 	 586.988 	 174.822 	 6.33921e+48 	 7.05662e+15 	 5.63938e+17 	 147 	 0.956472 	 0 	 0.715766
107362 	 10.6353 	 1.86821 	 519.954 	 32542 	 1555.53 	 169.502 	 7.6441e+48 	 3.41628e+15 	 1.54135e+18 	 520 	 0.989002 	 0.000505926 	 0.7944
108118 	 3.27054 	 1.75821 	 424.055 	 21954 	 597.295 	 175.344 	 6.35255e+48 	 7.11043e+15 	 5.72129e+17 	 148 	 0.95748 	 0 	 0.717821
108532 	 10.6557 	 1.87775 	 515.211 	 32651.6 	 1556.2 	 169.99 	 7.61809e+48 	 3.47592e+15 	 1.53759e+18 	 521 	 0.989012 	 0.000495072 	 0.795016
