# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

457722 	 15.3065 	 5.5748 	 40.713 	 3626.96 	 1.80855 	 202.611 	 7.7835e+46 	 7.99178e+17 	 1.49921e+15 	 633 	 0.133347 	 4.18412e-06 	 0.360348
472585 	 15.4876 	 5.74486 	 37.8736 	 3345.85 	 1.4331 	 202.805 	 7.07107e+46 	 9.34833e+17 	 1.18685e+15 	 634 	 0.133347 	 3.86929e-06 	 0.347439
478323 	 15.5573 	 5.82633 	 22.4248 	 1201.64 	 0.109337 	 202.601 	 4.46703e+46 	 4.37849e+18 	 9.06404e+13 	 328 	 0.133347 	 3.61629e-06 	 0.214861
488745 	 15.6843 	 5.94231 	 35.2047 	 3092 	 1.13755 	 202.788 	 6.40546e+46 	 1.0879e+18 	 9.4216e+14 	 635 	 0.133347 	 3.4637e-06 	 0.335189
506406 	 15.899 	 6.14607 	 32.5028 	 2829.52 	 0.880288 	 202.969 	 5.75277e+46 	 1.29224e+18 	 7.28439e+14 	 636 	 0.133347 	 3.12624e-06 	 0.32182
521465 	 16.0818 	 6.34056 	 19.3377 	 1062.02 	 0.073714 	 202.781 	 3.5813e+46 	 5.76544e+18 	 6.10548e+13 	 327 	 0.133347 	 2.81256e-06 	 0.202432
525807 	 16.1346 	 6.38238 	 29.9554 	 2591.06 	 0.680267 	 202.955 	 5.14515e+46 	 1.53077e+18 	 5.62958e+14 	 637 	 0.133347 	 2.7663e-06 	 0.309055
547178 	 16.394 	 6.63083 	 27.3994 	 2347.55 	 0.511183 	 203.123 	 4.55555e+46 	 1.85329e+18 	 4.22683e+14 	 638 	 0.133347 	 2.46553e-06 	 0.295235
570920 	 16.6817 	 6.90759 	 24.9379 	 2117.12 	 0.378705 	 203.284 	 4.00453e+46 	 2.26501e+18 	 3.12893e+14 	 639 	 0.133347 	 2.22313e-06 	 0.281188
571089 	 16.6837 	 6.92134 	 16.5909 	 937.614 	 0.0493746 	 203.112 	 2.8612e+46 	 7.66145e+18 	 4.08286e+13 	 326 	 0.133347 	 2.14972e-06 	 0.190582
597352 	 17.0021 	 7.22868 	 22.6243 	 1907.61 	 0.278911 	 203.266 	 3.49849e+46 	 2.76985e+18 	 2.30462e+14 	 640 	 0.133347 	 1.88741e-06 	 0.267704
627089 	 17.3619 	 7.5776 	 20.3268 	 1696.97 	 0.198447 	 203.413 	 3.01525e+46 	 3.47561e+18 	 1.63856e+14 	 641 	 0.133347 	 1.67683e-06 	 0.253226
628718 	 17.3816 	 7.60896 	 14.0344 	 813.167 	 0.0314375 	 203.256 	 2.22751e+46 	 1.04728e+19 	 2.59777e+13 	 325 	 0.133347 	 1.6095e-06 	 0.177721
660675 	 17.7684 	 7.98478 	 18.1822 	 1507.11 	 0.139999 	 203.396 	 2.57932e+46 	 4.3736e+18 	 1.15606e+14 	 642 	 0.133347 	 1.39177e-06 	 0.239259
696419 	 18.2004 	 8.42845 	 11.6783 	 690.843 	 0.0188811 	 203.255 	 1.68465e+46 	 1.48138e+19 	 1.56021e+13 	 324 	 0.133347 	 1.17524e-06 	 0.164043
699050 	 18.2322 	 8.44936 	 16.1143 	 1325.32 	 0.0959449 	 203.386 	 2.17589e+46 	 5.61072e+18 	 7.92313e+13 	 643 	 0.133347 	 1.16641e-06 	 0.225024
743184 	 18.7657 	 8.97186 	 14.1123 	 1148.86 	 0.0631781 	 203.51 	 1.80463e+46 	 7.40872e+18 	 5.21408e+13 	 644 	 0.133347 	 9.7792e-07 	 0.209934
777003 	 19.174 	 9.39179 	 9.61107 	 582.463 	 0.0110528 	 203.384 	 1.25768e+46 	 2.14037e+19 	 9.12754e+12 	 323 	 0.133347 	 8.32074e-07 	 0.15088
794618 	 19.3869 	 9.59379 	 12.2451 	 988.831 	 0.0406087 	 203.5 	 1.47493e+46 	 9.91823e+18 	 3.3516e+13 	 645 	 0.133347 	 7.95591e-07 	 0.195246
855259 	 20.1191 	 10.315 	 10.4401 	 832.702 	 0.0245656 	 203.608 	 1.17383e+46 	 1.38434e+19 	 2.02643e+13 	 646 	 0.133347 	 6.44276e-07 	 0.179776
874479 	 20.3509 	 10.5585 	 7.77121 	 482.344 	 0.00613206 	 203.495 	 9.13937e+45 	 3.20357e+19 	 5.06115e+12 	 322 	 0.133347 	 5.872e-07 	 0.137534
927827 	 20.995 	 11.1917 	 8.80388 	 696.89 	 0.0145083 	 203.595 	 9.19603e+45 	 1.96105e+19 	 1.19687e+13 	 647 	 0.133347 	 4.8452e-07 	 0.164662
994646 	 21.801 	 12.0093 	 6.13419 	 388.807 	 0.00314507 	 203.496 	 6.38607e+45 	 5.03494e+19 	 2.5958e+12 	 321 	 0.133347 	 3.82982e-07 	 0.123565
1.01632e+06 	 22.0627 	 12.2601 	 7.27786 	 571.413 	 0.00806309 	 203.587 	 6.99205e+45 	 2.89272e+19 	 6.65196e+12 	 648 	 0.133347 	 3.50826e-07 	 0.149314
1.12653e+06 	 23.3922 	 13.5786 	 5.84485 	 452.807 	 0.00406791 	 203.668 	 5.08474e+45 	 4.55273e+19 	 3.35463e+12 	 649 	 0.133347 	 2.58957e-07 	 0.13333
