TimeObs (s) 	TimeJet (s) 	Rcoll (cm) 	DSGamma 	DSMass (g) 	UPGamma 	UPMass (g) 	Gammaf 	tau
3.47766e+00	5.56726e+04	1.66892e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.81363e+29	1.37153e+02	4.42381e-04	
3.47801e+00	5.56855e+04	1.66930e+15	1.37153e+02	1.81585e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.41230e-04	
3.47993e+00	5.57579e+04	1.67147e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.81641e+29	1.37153e+02	4.39755e-04	
3.48027e+00	5.57708e+04	1.67186e+15	1.37153e+02	1.81863e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.38613e-04	
3.48220e+00	5.58432e+04	1.67403e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.81919e+29	1.37153e+02	4.37143e-04	
3.48254e+00	5.58562e+04	1.67442e+15	1.37153e+02	1.82141e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.36010e-04	
3.48446e+00	5.59286e+04	1.67659e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.82197e+29	1.37153e+02	4.34545e-04	
3.48481e+00	5.59415e+04	1.67698e+15	1.37153e+02	1.82420e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.33421e-04	
3.48673e+00	5.60139e+04	1.67915e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.82475e+29	1.37153e+02	4.31961e-04	
3.48707e+00	5.60268e+04	1.67953e+15	1.37153e+02	1.82698e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.30845e-04	
3.48900e+00	5.60992e+04	1.68170e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.82753e+29	1.37153e+02	4.29391e-04	
3.48934e+00	5.61121e+04	1.68209e+15	1.37153e+02	1.82976e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.28283e-04	
3.49126e+00	5.61845e+04	1.68426e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.83031e+29	1.37153e+02	4.26834e-04	
3.49161e+00	5.61975e+04	1.68465e+15	1.37153e+02	1.83254e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.25735e-04	
3.49353e+00	5.62699e+04	1.68682e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.83310e+29	1.37153e+02	4.24291e-04	
3.49387e+00	5.62828e+04	1.68721e+15	1.37153e+02	1.83532e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.23200e-04	
3.49580e+00	5.63552e+04	1.68938e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.83588e+29	1.37153e+02	4.21761e-04	
3.49614e+00	5.63681e+04	1.68977e+15	1.37153e+02	1.83810e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.20679e-04	
3.49806e+00	5.64405e+04	1.69194e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.83866e+29	1.37153e+02	4.19245e-04	
3.49841e+00	5.64535e+04	1.69233e+15	1.37153e+02	1.84089e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.18170e-04	
3.50033e+00	5.65258e+04	1.69449e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.84144e+29	1.37153e+02	4.16742e-04	
3.50067e+00	5.65388e+04	1.69488e+15	1.37153e+02	1.84367e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.15675e-04	
3.50260e+00	5.66112e+04	1.69705e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.84422e+29	1.37153e+02	4.14252e-04	
3.50294e+00	5.66241e+04	1.69744e+15	1.37153e+02	1.84645e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.13194e-04	
3.50486e+00	5.66965e+04	1.69961e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.84700e+29	1.37154e+02	4.11775e-04	
3.50521e+00	5.67095e+04	1.70000e+15	1.37154e+02	1.84923e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.10725e-04	
3.50713e+00	5.67818e+04	1.70217e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.84979e+29	1.37154e+02	4.09311e-04	
3.50747e+00	5.67948e+04	1.70256e+15	1.37154e+02	1.85201e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.08269e-04	
3.50940e+00	5.68672e+04	1.70473e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.85257e+29	1.37154e+02	4.06861e-04	
3.50974e+00	5.68801e+04	1.70512e+15	1.37154e+02	1.85479e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.05826e-04	
3.51166e+00	5.69525e+04	1.70728e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.85535e+29	1.37154e+02	4.04423e-04	
3.51201e+00	5.69655e+04	1.70767e+15	1.37154e+02	1.85757e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.03396e-04	
3.51393e+00	5.70378e+04	1.70984e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.85813e+29	1.37154e+02	4.01997e-04	
3.51427e+00	5.70508e+04	1.71023e+15	1.37154e+02	1.86036e+29	4.00000e+02	5.56327e+25	1.37207e+02	4.00978e-04	
3.51619e+00	5.71231e+04	1.71240e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.86091e+29	1.37154e+02	3.99585e-04	
3.51654e+00	5.71361e+04	1.71279e+15	1.37154e+02	1.86314e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.98573e-04	
3.51846e+00	5.72085e+04	1.71496e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.86369e+29	1.37154e+02	3.97185e-04	
3.51881e+00	5.72215e+04	1.71535e+15	1.37154e+02	1.86592e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.96181e-04	
3.52073e+00	5.72938e+04	1.71752e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.86648e+29	1.37154e+02	3.94798e-04	
3.52107e+00	5.73068e+04	1.71791e+15	1.37154e+02	1.86870e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.93801e-04	
3.52299e+00	5.73791e+04	1.72007e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.86926e+29	1.37154e+02	3.92423e-04	
3.52334e+00	5.73921e+04	1.72046e+15	1.37154e+02	1.87148e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.91434e-04	
3.52526e+00	5.74644e+04	1.72263e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.87204e+29	1.37154e+02	3.90060e-04	
3.52561e+00	5.74774e+04	1.72302e+15	1.37154e+02	1.87426e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.89079e-04	
3.52753e+00	5.75498e+04	1.72519e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.87482e+29	1.37154e+02	3.87710e-04	
3.52787e+00	5.75628e+04	1.72558e+15	1.37154e+02	1.87705e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.86736e-04	
3.52979e+00	5.76351e+04	1.72775e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.87760e+29	1.37154e+02	3.85372e-04	
3.53014e+00	5.76481e+04	1.72814e+15	1.37154e+02	1.87983e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.84405e-04	
3.53206e+00	5.77204e+04	1.73031e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.88038e+29	1.37154e+02	3.83046e-04	
3.53241e+00	5.77334e+04	1.73070e+15	1.37154e+02	1.88261e+29	4.00000e+02	5.56327e+25	1.37207e+02	3.82087e-04	
3.53433e+00	5.78057e+04	1.73286e+15	1.00000e+02	2.22531e+26	1.37207e+02	1.88317e+29	1.37154e+02	3.80732e-04	
3.53467e+00	5.78188e+04	1.73325e+15	1.37154e+02	1.88539e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.79780e-04	
3.53659e+00	5.78911e+04	1.73542e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.88595e+29	1.37154e+02	3.78430e-04	
3.53694e+00	5.79041e+04	1.73581e+15	1.37154e+02	1.88817e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.77485e-04	
3.53886e+00	5.79764e+04	1.73798e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.88873e+29	1.37155e+02	3.76140e-04	
3.53921e+00	5.79894e+04	1.73837e+15	1.37155e+02	1.89095e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.75203e-04	
3.54113e+00	5.80617e+04	1.74054e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.89151e+29	1.37155e+02	3.73862e-04	
3.54147e+00	5.80748e+04	1.74093e+15	1.37155e+02	1.89374e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.72931e-04	
3.54339e+00	5.81470e+04	1.74310e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.89429e+29	1.37155e+02	3.71595e-04	
3.54374e+00	5.81601e+04	1.74349e+15	1.37155e+02	1.89652e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.70672e-04	
3.54566e+00	5.82324e+04	1.74565e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.89707e+29	1.37155e+02	3.69341e-04	
3.54601e+00	5.82454e+04	1.74605e+15	1.37155e+02	1.89930e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.68424e-04	
3.54793e+00	5.83177e+04	1.74821e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.89986e+29	1.37155e+02	3.67098e-04	
3.54827e+00	5.83308e+04	1.74860e+15	1.37155e+02	1.90208e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.66188e-04	
3.55019e+00	5.84030e+04	1.75077e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.90264e+29	1.37155e+02	3.64866e-04	
3.55054e+00	5.84161e+04	1.75116e+15	1.37155e+02	1.90486e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.63964e-04	
3.55246e+00	5.84884e+04	1.75333e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.90542e+29	1.37155e+02	3.62646e-04	
3.55281e+00	5.85014e+04	1.75372e+15	1.37155e+02	1.90764e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.61750e-04	
3.55473e+00	5.85737e+04	1.75589e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.90820e+29	1.37155e+02	3.60437e-04	
3.55507e+00	5.85868e+04	1.75628e+15	1.37155e+02	1.91043e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.59548e-04	
3.55699e+00	5.86590e+04	1.75844e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.91098e+29	1.37155e+02	3.58240e-04	
3.55734e+00	5.86721e+04	1.75884e+15	1.37155e+02	1.91321e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.57358e-04	
3.55926e+00	5.87443e+04	1.76100e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.91376e+29	1.37155e+02	3.56054e-04	
3.55961e+00	5.87574e+04	1.76139e+15	1.37155e+02	1.91599e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.55178e-04	
3.56153e+00	5.88297e+04	1.76356e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.91655e+29	1.37155e+02	3.53879e-04	
3.56187e+00	5.88427e+04	1.76395e+15	1.37155e+02	1.91877e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.53010e-04	
3.56379e+00	5.89150e+04	1.76612e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.91933e+29	1.37155e+02	3.51715e-04	
3.56414e+00	5.89281e+04	1.76651e+15	1.37155e+02	1.92155e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.50853e-04	
3.56606e+00	5.90003e+04	1.76868e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.92211e+29	1.37155e+02	3.49562e-04	
3.56641e+00	5.90134e+04	1.76907e+15	1.37155e+02	1.92433e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.48707e-04	
3.56832e+00	5.90856e+04	1.77123e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.92489e+29	1.37155e+02	3.47420e-04	
3.56867e+00	5.90987e+04	1.77163e+15	1.37155e+02	1.92712e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.46571e-04	
3.57059e+00	5.91710e+04	1.77379e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.92767e+29	1.37155e+02	3.45289e-04	
3.57094e+00	5.91841e+04	1.77418e+15	1.37155e+02	1.92990e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.44447e-04	
3.57286e+00	5.92563e+04	1.77635e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.93045e+29	1.37156e+02	3.43169e-04	
3.57321e+00	5.92694e+04	1.77674e+15	1.37156e+02	1.93268e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.42333e-04	
3.57512e+00	5.93416e+04	1.77891e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.93324e+29	1.37156e+02	3.41060e-04	
3.57547e+00	5.93547e+04	1.77930e+15	1.37156e+02	1.93546e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.40230e-04	
3.57739e+00	5.94269e+04	1.78146e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.93602e+29	1.37156e+02	3.38961e-04	
3.57774e+00	5.94401e+04	1.78186e+15	1.37156e+02	1.93824e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.38138e-04	
3.57966e+00	5.95123e+04	1.78402e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.93880e+29	1.37156e+02	3.36873e-04	
3.58001e+00	5.95254e+04	1.78442e+15	1.37156e+02	1.94102e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.36056e-04	
3.58192e+00	5.95976e+04	1.78658e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.94158e+29	1.37156e+02	3.34796e-04	
3.58227e+00	5.96107e+04	1.78697e+15	1.37156e+02	1.94381e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.33985e-04	
3.58419e+00	5.96829e+04	1.78914e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.94436e+29	1.37156e+02	3.32729e-04	
3.58454e+00	5.96961e+04	1.78953e+15	1.37156e+02	1.94659e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.31924e-04	
3.58646e+00	5.97682e+04	1.79170e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.94714e+29	1.37156e+02	3.30672e-04	
3.58681e+00	5.97814e+04	1.79209e+15	1.37156e+02	1.94937e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.29874e-04	
3.58872e+00	5.98536e+04	1.79425e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.94993e+29	1.37156e+02	3.28626e-04	
3.58907e+00	5.98667e+04	1.79465e+15	1.37156e+02	1.95215e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.27834e-04	
3.59099e+00	5.99389e+04	1.79681e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.95271e+29	1.37156e+02	3.26590e-04	
3.59134e+00	5.99521e+04	1.79721e+15	1.37156e+02	1.95493e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.25804e-04	
3.59326e+00	6.00242e+04	1.79937e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.95549e+29	1.37156e+02	3.24565e-04	
3.59361e+00	6.00374e+04	1.79977e+15	1.37156e+02	1.95771e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.23785e-04	
3.59552e+00	6.01096e+04	1.80193e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.95827e+29	1.37156e+02	3.22549e-04	
3.59587e+00	6.01227e+04	1.80232e+15	1.37156e+02	1.96050e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.21775e-04	
3.59779e+00	6.01949e+04	1.80449e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.96105e+29	1.37156e+02	3.20544e-04	
3.59814e+00	6.02080e+04	1.80488e+15	1.37156e+02	1.96328e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.19776e-04	
3.60006e+00	6.02802e+04	1.80704e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.96383e+29	1.37156e+02	3.18549e-04	
3.60041e+00	6.02934e+04	1.80744e+15	1.37156e+02	1.96606e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.17787e-04	
3.60232e+00	6.03655e+04	1.80960e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.96661e+29	1.37156e+02	3.16564e-04	
3.60267e+00	6.03787e+04	1.81000e+15	1.37156e+02	1.96884e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.15807e-04	
3.60459e+00	6.04509e+04	1.81216e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.96940e+29	1.37156e+02	3.14589e-04	
3.60494e+00	6.04640e+04	1.81256e+15	1.37156e+02	1.97162e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.13838e-04	
3.60686e+00	6.05362e+04	1.81472e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.97218e+29	1.37156e+02	3.12623e-04	
3.60721e+00	6.05494e+04	1.81511e+15	1.37156e+02	1.97440e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.11879e-04	
3.60912e+00	6.06215e+04	1.81728e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.97496e+29	1.37157e+02	3.10668e-04	
3.60947e+00	6.06347e+04	1.81767e+15	1.37157e+02	1.97719e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.09929e-04	
3.61139e+00	6.07068e+04	1.81983e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.97774e+29	1.37157e+02	3.08722e-04	
3.61174e+00	6.07200e+04	1.82023e+15	1.37157e+02	1.97997e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.07989e-04	
3.61366e+00	6.07922e+04	1.82239e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.98052e+29	1.37157e+02	3.06786e-04	
3.61401e+00	6.08054e+04	1.82279e+15	1.37157e+02	1.98275e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.06058e-04	
3.61592e+00	6.08775e+04	1.82495e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.98330e+29	1.37157e+02	3.04859e-04	
3.61627e+00	6.08907e+04	1.82535e+15	1.37157e+02	1.98553e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.04138e-04	
3.61819e+00	6.09628e+04	1.82751e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.98609e+29	1.37157e+02	3.02943e-04	
3.61854e+00	6.09760e+04	1.82790e+15	1.37157e+02	1.98831e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.02226e-04	
3.62045e+00	6.10481e+04	1.83007e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.98887e+29	1.37157e+02	3.01035e-04	
3.62081e+00	6.10614e+04	1.83046e+15	1.37157e+02	1.99109e+29	4.00000e+02	5.56327e+25	1.37206e+02	3.00325e-04	
3.62272e+00	6.11335e+04	1.83262e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.99165e+29	1.37157e+02	2.99138e-04	
3.62307e+00	6.11467e+04	1.83302e+15	1.37157e+02	1.99387e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.98432e-04	
3.62499e+00	6.12188e+04	1.83518e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.99443e+29	1.37157e+02	2.97249e-04	
3.62534e+00	6.12320e+04	1.83558e+15	1.37157e+02	1.99666e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.96549e-04	
3.62725e+00	6.13041e+04	1.83774e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.99721e+29	1.37157e+02	2.95370e-04	
3.62761e+00	6.13174e+04	1.83814e+15	1.37157e+02	1.99944e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.94676e-04	
3.62952e+00	6.13894e+04	1.84030e+15	1.00000e+02	2.22531e+26	1.37206e+02	1.99999e+29	1.37157e+02	2.93500e-04	
3.62987e+00	6.14027e+04	1.84069e+15	1.37157e+02	2.00222e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.92811e-04	
3.63179e+00	6.14748e+04	1.84286e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.00278e+29	1.37157e+02	2.91640e-04	
3.63214e+00	6.14880e+04	1.84325e+15	1.37157e+02	2.00500e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.90956e-04	
3.63405e+00	6.15601e+04	1.84541e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.00556e+29	1.37157e+02	2.89788e-04	
3.63441e+00	6.15733e+04	1.84581e+15	1.37157e+02	2.00778e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.89110e-04	
3.63632e+00	6.16454e+04	1.84797e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.00834e+29	1.37157e+02	2.87946e-04	
3.63667e+00	6.16587e+04	1.84837e+15	1.37157e+02	2.01056e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.87273e-04	
3.63859e+00	6.17308e+04	1.85053e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.01112e+29	1.37157e+02	2.86113e-04	
3.63894e+00	6.17440e+04	1.85093e+15	1.37157e+02	2.01335e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.85446e-04	
3.64085e+00	6.18161e+04	1.85309e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.01390e+29	1.37157e+02	2.84289e-04	
3.64121e+00	6.18293e+04	1.85349e+15	1.37157e+02	2.01613e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.83627e-04	
3.64312e+00	6.19014e+04	1.85565e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.01668e+29	1.37157e+02	2.82474e-04	
3.64347e+00	6.19147e+04	1.85604e+15	1.37157e+02	2.01891e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.81817e-04	
3.64539e+00	6.19867e+04	1.85820e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.01947e+29	1.37157e+02	2.80668e-04	
3.64574e+00	6.20000e+04	1.85860e+15	1.37157e+02	2.02169e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.80016e-04	
3.64765e+00	6.20721e+04	1.86076e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.02225e+29	1.37158e+02	2.78871e-04	
3.64801e+00	6.20853e+04	1.86116e+15	1.37158e+02	2.02447e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.78224e-04	
3.64992e+00	6.21574e+04	1.86332e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.02503e+29	1.37158e+02	2.77082e-04	
3.65027e+00	6.21707e+04	1.86372e+15	1.37158e+02	2.02725e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.76440e-04	
3.65219e+00	6.22427e+04	1.86588e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.02781e+29	1.37158e+02	2.75302e-04	
3.65254e+00	6.22560e+04	1.86628e+15	1.37158e+02	2.03004e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.74665e-04	
3.65445e+00	6.23280e+04	1.86844e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.03059e+29	1.37158e+02	2.73531e-04	
3.65481e+00	6.23413e+04	1.86883e+15	1.37158e+02	2.03282e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.72899e-04	
3.65672e+00	6.24134e+04	1.87099e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.03337e+29	1.37158e+02	2.71769e-04	
3.65707e+00	6.24267e+04	1.87139e+15	1.37158e+02	2.03560e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.71142e-04	
3.65899e+00	6.24987e+04	1.87355e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.03616e+29	1.37158e+02	2.70015e-04	
3.65934e+00	6.25120e+04	1.87395e+15	1.37158e+02	2.03838e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.69393e-04	
3.66125e+00	6.25840e+04	1.87611e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.03894e+29	1.37158e+02	2.68270e-04	
3.66161e+00	6.25973e+04	1.87651e+15	1.37158e+02	2.04116e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.67653e-04	
3.66352e+00	6.26693e+04	1.87867e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.04172e+29	1.37158e+02	2.66533e-04	
3.66387e+00	6.26827e+04	1.87907e+15	1.37158e+02	2.04394e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.65921e-04	
3.66579e+00	6.27547e+04	1.88122e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.04450e+29	1.37158e+02	2.64805e-04	
3.66614e+00	6.27680e+04	1.88162e+15	1.37158e+02	2.04673e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.64198e-04	
3.66805e+00	6.28400e+04	1.88378e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.04728e+29	1.37158e+02	2.63085e-04	
3.66841e+00	6.28533e+04	1.88418e+15	1.37158e+02	2.04951e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.62483e-04	
3.67032e+00	6.29253e+04	1.88634e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.05006e+29	1.37158e+02	2.61374e-04	
3.67067e+00	6.29386e+04	1.88674e+15	1.37158e+02	2.05229e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.60776e-04	
3.67258e+00	6.30106e+04	1.88890e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.05285e+29	1.37158e+02	2.59671e-04	
3.67294e+00	6.30240e+04	1.88930e+15	1.37158e+02	2.05507e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.59077e-04	
3.67485e+00	6.30960e+04	1.89146e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.05563e+29	1.37158e+02	2.57976e-04	
3.67521e+00	6.31093e+04	1.89186e+15	1.37158e+02	2.05785e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.57387e-04	
3.67712e+00	6.31813e+04	1.89401e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.05841e+29	1.37158e+02	2.56289e-04	
3.67747e+00	6.31946e+04	1.89441e+15	1.37158e+02	2.06063e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.55705e-04	
3.67938e+00	6.32666e+04	1.89657e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.06119e+29	1.37158e+02	2.54610e-04	
3.67974e+00	6.32800e+04	1.89697e+15	1.37158e+02	2.06342e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.54031e-04	
3.68165e+00	6.33520e+04	1.89913e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.06397e+29	1.37158e+02	2.52940e-04	
3.68201e+00	6.33653e+04	1.89953e+15	1.37158e+02	2.06620e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.52366e-04	
3.68392e+00	6.34373e+04	1.90169e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.06675e+29	1.37158e+02	2.51278e-04	
3.68427e+00	6.34506e+04	1.90209e+15	1.37158e+02	2.06898e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.50708e-04	
3.68618e+00	6.35226e+04	1.90425e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.06954e+29	1.37158e+02	2.49623e-04	
3.68654e+00	6.35360e+04	1.90465e+15	1.37158e+02	2.07176e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.49058e-04	
3.68845e+00	6.36079e+04	1.90680e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.07232e+29	1.37159e+02	2.47977e-04	
3.68881e+00	6.36213e+04	1.90721e+15	1.37159e+02	2.07454e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.47416e-04	
3.69072e+00	6.36933e+04	1.90936e+15	1.00000e+02	2.22531e+26	1.37206e+02	2.07510e+29	1.37159e+02	2.46338e-04	
3.69107e+00	6.37066e+04	1.90976e+15	1.37159e+02	2.07732e+29	4.00000e+02	5.56327e+25	1.37206e+02	2.45782e-04	
