TimeObs (s) 	TimeJet (s) 	Rcoll (cm) 	DSGamma 	DSMass (g) 	UPGamma 	UPMass (g) 	Gammaf 	tau
5.00738e+00	1.73455e+04	5.19853e+14	1.18633e+02	7.69239e+28	2.11743e+02	1.05095e+26	1.18732e+02	1.68659e-02	
9.28537e+00	1.73708e+04	5.20484e+14	1.05490e+02	1.26250e+29	2.41070e+02	9.23094e+25	1.05561e+02	3.41501e-02	
5.00832e+00	1.73719e+04	5.20647e+14	9.12777e+01	2.43795e+26	1.18732e+02	7.70290e+28	1.18632e+02	1.68141e-02	
7.90066e-01	1.73751e+04	5.20869e+14	1.33834e+02	2.77809e+28	1.65789e+02	1.34225e+26	1.33972e+02	8.02400e-04	
7.90450e-01	1.73889e+04	5.21282e+14	1.15262e+02	1.93065e+26	1.33972e+02	2.79151e+28	1.33834e+02	7.90778e-04	
5.00896e+00	1.73898e+04	5.21183e+14	1.18632e+02	7.72728e+28	2.12247e+02	1.04845e+26	1.18731e+02	1.67923e-02	
7.90939e-01	1.74065e+04	5.21808e+14	1.33834e+02	2.81082e+28	1.66235e+02	1.33865e+26	1.33972e+02	7.89444e-04	
9.28722e+00	1.74120e+04	5.21720e+14	1.05561e+02	1.26343e+29	2.41478e+02	9.21538e+25	1.05632e+02	3.39111e-02	
5.01054e+00	1.74343e+04	5.22515e+14	1.18731e+02	7.73777e+28	2.12752e+02	1.04596e+26	1.18830e+02	1.67564e-02	
7.91785e-01	1.74368e+04	5.22719e+14	1.15128e+02	1.93291e+26	1.33972e+02	2.82420e+28	1.33834e+02	7.74162e-04	
7.91819e-01	1.74381e+04	5.22755e+14	1.33834e+02	2.84353e+28	1.66683e+02	1.33506e+26	1.33972e+02	7.73933e-04	
9.28895e+00	1.74505e+04	5.22873e+14	7.82348e+01	2.84439e+26	1.05632e+02	1.26435e+29	1.05560e+02	3.37883e-02	
9.28908e+00	1.74534e+04	5.22959e+14	1.05560e+02	1.26719e+29	2.41884e+02	9.19988e+25	1.05631e+02	3.37403e-02	
7.92706e-01	1.74699e+04	5.23709e+14	1.33972e+02	2.85688e+28	1.67131e+02	1.33147e+26	1.34111e+02	7.72470e-04	
5.01211e+00	1.74789e+04	5.23852e+14	1.18830e+02	7.74823e+28	2.13257e+02	1.04349e+26	1.18929e+02	1.66629e-02	
7.93143e-01	1.74856e+04	5.24181e+14	1.14995e+02	1.93513e+26	1.34111e+02	2.87020e+28	1.33972e+02	7.58998e-04	
5.01253e+00	1.74906e+04	5.24204e+14	9.13176e+01	2.43689e+26	1.18929e+02	7.75866e+28	1.18830e+02	1.66372e-02	
9.29093e+00	1.74947e+04	5.24198e+14	1.05631e+02	1.26811e+29	2.42291e+02	9.18445e+25	1.05702e+02	3.35855e-02	
7.93599e-01	1.75020e+04	5.24671e+14	1.33972e+02	2.88955e+28	1.67582e+02	1.32789e+26	1.34111e+02	7.57626e-04	
5.01370e+00	1.75235e+04	5.25192e+14	1.18830e+02	7.78303e+28	2.13762e+02	1.04102e+26	1.18928e+02	1.66146e-02	
7.94499e-01	1.75343e+04	5.25642e+14	1.34111e+02	2.90283e+28	1.68033e+02	1.32432e+26	1.34249e+02	7.55133e-04	
7.94526e-01	1.75353e+04	5.25671e+14	1.14865e+02	1.93732e+26	1.34249e+02	2.91607e+28	1.34111e+02	7.43044e-04	
9.29278e+00	1.75361e+04	5.25440e+14	1.05702e+02	1.26903e+29	2.42697e+02	9.16909e+25	1.05773e+02	3.34144e-02	
7.95404e-01	1.75669e+04	5.26618e+14	1.34111e+02	2.93544e+28	1.68487e+02	1.32076e+26	1.34249e+02	7.42894e-04	
5.01528e+00	1.75684e+04	5.26535e+14	1.18928e+02	7.79344e+28	2.14268e+02	1.03856e+26	1.19027e+02	1.65088e-02	
9.29464e+00	1.75776e+04	5.26684e+14	1.05773e+02	1.26995e+29	2.43102e+02	9.15379e+25	1.05844e+02	3.32888e-02	
7.95931e-01	1.75859e+04	5.27187e+14	1.14737e+02	1.93948e+26	1.34249e+02	2.94865e+28	1.34111e+02	7.28272e-04	
7.96317e-01	1.75998e+04	5.27604e+14	1.34111e+02	2.96805e+28	1.68941e+02	1.31721e+26	1.34249e+02	7.27587e-04	
5.01678e+00	1.76110e+04	5.27812e+14	9.13593e+01	2.43578e+26	1.19027e+02	7.80383e+28	1.18928e+02	1.64555e-02	
9.29613e+00	1.76110e+04	5.27685e+14	7.83421e+01	2.84050e+26	1.05844e+02	1.27086e+29	1.05772e+02	3.31279e-02	
5.01687e+00	1.76133e+04	5.27882e+14	1.18928e+02	7.82818e+28	2.14774e+02	1.03611e+26	1.19026e+02	1.64388e-02	
9.29649e+00	1.76192e+04	5.27931e+14	1.05772e+02	1.27370e+29	2.43507e+02	9.13856e+25	1.05843e+02	3.31191e-02	
7.97236e-01	1.76329e+04	5.28597e+14	1.34249e+02	2.98122e+28	1.69397e+02	1.31366e+26	1.34387e+02	7.24839e-04	
7.97361e-01	1.76374e+04	5.28732e+14	1.14611e+02	1.94161e+26	1.34387e+02	2.99436e+28	1.34249e+02	7.12652e-04	
5.01845e+00	1.76583e+04	5.29231e+14	1.19026e+02	7.83855e+28	2.15281e+02	1.03368e+26	1.19125e+02	1.64019e-02	
9.29835e+00	1.76608e+04	5.29178e+14	1.05843e+02	1.27462e+29	2.43912e+02	9.12340e+25	1.05913e+02	3.29504e-02	
7.98161e-01	1.76663e+04	5.29596e+14	1.34249e+02	3.01377e+28	1.69855e+02	1.31012e+26	1.34387e+02	7.10402e-04	
7.98815e-01	1.76899e+04	5.30305e+14	1.14487e+02	1.94371e+26	1.34387e+02	3.02687e+28	1.34249e+02	6.98935e-04	
7.99093e-01	1.76999e+04	5.30605e+14	1.34249e+02	3.04631e+28	1.70314e+02	1.30659e+26	1.34387e+02	6.97070e-04	
9.30021e+00	1.77025e+04	5.30428e+14	1.05913e+02	1.27553e+29	2.44316e+02	9.10830e+25	1.05984e+02	3.27957e-02	
5.02005e+00	1.77035e+04	5.30585e+14	1.19125e+02	7.84888e+28	2.15788e+02	1.03125e+26	1.19223e+02	1.62978e-02	
5.02108e+00	1.77330e+04	5.31471e+14	9.14027e+01	2.43462e+26	1.19223e+02	7.85919e+28	1.19124e+02	1.62961e-02	
8.00030e-01	1.77338e+04	5.31620e+14	1.34387e+02	3.05938e+28	1.70774e+02	1.30307e+26	1.34524e+02	6.93684e-04	
8.00294e-01	1.77433e+04	5.31905e+14	1.14366e+02	1.94578e+26	1.34524e+02	3.07241e+28	1.34387e+02	6.82667e-04	
9.30207e+00	1.77443e+04	5.31681e+14	1.05984e+02	1.27644e+29	2.44720e+02	9.09327e+25	1.06055e+02	3.26355e-02	
5.02164e+00	1.77487e+04	5.31942e+14	1.19124e+02	7.88354e+28	2.16295e+02	1.02883e+26	1.19223e+02	1.62333e-02	
8.00974e-01	1.77679e+04	5.32643e+14	1.34387e+02	3.09186e+28	1.71236e+02	1.29955e+26	1.34524e+02	6.81516e-04	
9.30338e+00	1.77738e+04	5.32564e+14	7.84508e+01	2.83657e+26	1.06055e+02	1.27735e+29	1.05983e+02	3.25452e-02	
9.30393e+00	1.77862e+04	5.32936e+14	1.05983e+02	1.28019e+29	2.45124e+02	9.07830e+25	1.06054e+02	3.25236e-02	
5.02323e+00	1.77941e+04	5.33302e+14	1.19223e+02	7.89383e+28	2.16803e+02	1.02642e+26	1.19321e+02	1.61650e-02	
8.01797e-01	1.77976e+04	5.33535e+14	1.14246e+02	1.94782e+26	1.34524e+02	3.10486e+28	1.34387e+02	6.67151e-04	
8.01925e-01	1.78023e+04	5.33674e+14	1.34387e+02	3.12434e+28	1.71699e+02	1.29605e+26	1.34524e+02	6.66884e-04	
9.30579e+00	1.78280e+04	5.34191e+14	1.06054e+02	1.28109e+29	2.45527e+02	9.06339e+25	1.06124e+02	3.24195e-02	
8.02881e-01	1.78369e+04	5.34711e+14	1.34524e+02	3.13730e+28	1.72164e+02	1.29255e+26	1.34662e+02	6.64613e-04	
5.02483e+00	1.78396e+04	5.34666e+14	1.19321e+02	7.90409e+28	2.17311e+02	1.02402e+26	1.19419e+02	1.60890e-02	
8.03325e-01	1.78530e+04	5.35193e+14	1.14129e+02	1.94982e+26	1.34662e+02	3.15022e+28	1.34524e+02	6.52901e-04	
5.02543e+00	1.78568e+04	5.35181e+14	9.14480e+01	2.43341e+26	1.19419e+02	7.91433e+28	1.19320e+02	1.60640e-02	
9.30766e+00	1.78700e+04	5.35450e+14	1.06124e+02	1.28200e+29	2.45930e+02	9.04856e+25	1.06195e+02	3.22218e-02	
8.03843e-01	1.78717e+04	5.35756e+14	1.34524e+02	3.16972e+28	1.72630e+02	1.28906e+26	1.34661e+02	6.50681e-04	
5.02643e+00	1.78852e+04	5.36033e+14	1.19320e+02	7.93867e+28	2.17819e+02	1.02163e+26	1.19418e+02	1.60381e-02	
8.04812e-01	1.79069e+04	5.36809e+14	1.34661e+02	3.18261e+28	1.73098e+02	1.28558e+26	1.34799e+02	6.49577e-04	
8.04878e-01	1.79093e+04	5.36881e+14	1.14013e+02	1.95180e+26	1.34799e+02	3.19547e+28	1.34661e+02	6.37226e-04	
9.30952e+00	1.79121e+04	5.36710e+14	1.06195e+02	1.28290e+29	2.46332e+02	9.03378e+25	1.06265e+02	3.20332e-02	
5.02804e+00	1.79309e+04	5.37403e+14	1.19418e+02	7.94888e+28	2.18328e+02	1.01925e+26	1.19516e+02	1.59776e-02	
9.31070e+00	1.79388e+04	5.37511e+14	7.85609e+01	2.83259e+26	1.06265e+02	1.28381e+29	1.06194e+02	3.19559e-02	
8.05786e-01	1.79422e+04	5.37868e+14	1.34661e+02	3.21499e+28	1.73567e+02	1.28210e+26	1.34799e+02	6.34960e-04	
9.31139e+00	1.79542e+04	5.37973e+14	1.06194e+02	1.28664e+29	2.46734e+02	9.01907e+25	1.06264e+02	3.19157e-02	
8.06456e-01	1.79665e+04	5.38598e+14	1.13900e+02	1.95374e+26	1.34799e+02	3.22781e+28	1.34661e+02	6.23137e-04	
5.02964e+00	1.79767e+04	5.38778e+14	1.19516e+02	7.95908e+28	2.18837e+02	1.01688e+26	1.19614e+02	1.58924e-02	
8.06766e-01	1.79778e+04	5.38936e+14	1.34661e+02	3.24735e+28	1.74037e+02	1.27864e+26	1.34798e+02	6.21574e-04	
5.02983e+00	1.79823e+04	5.38944e+14	9.14951e+01	2.43216e+26	1.19614e+02	7.96925e+28	1.19515e+02	1.58764e-02	
9.31325e+00	1.79963e+04	5.39237e+14	1.06264e+02	1.28754e+29	2.47135e+02	9.00442e+25	1.06335e+02	3.17735e-02	
8.07753e-01	1.80136e+04	5.40010e+14	1.34798e+02	3.26013e+28	1.74509e+02	1.27518e+26	1.34936e+02	6.20221e-04	
5.03125e+00	1.80227e+04	5.40154e+14	1.19515e+02	7.99357e+28	2.19346e+02	1.01452e+26	1.19613e+02	1.58209e-02	
8.08060e-01	1.80248e+04	5.40345e+14	1.13789e+02	1.95564e+26	1.34936e+02	3.27288e+28	1.34798e+02	6.07748e-04	
9.31512e+00	1.80386e+04	5.40503e+14	1.06335e+02	1.28844e+29	2.47536e+02	8.98984e+25	1.06405e+02	3.16237e-02	
8.08745e-01	1.80497e+04	5.41092e+14	1.34798e+02	3.29244e+28	1.74982e+02	1.27174e+26	1.34935e+02	6.06675e-04	
5.03286e+00	1.80687e+04	5.41535e+14	1.19613e+02	8.00371e+28	2.19855e+02	1.01217e+26	1.19711e+02	1.57690e-02	
9.31699e+00	1.80809e+04	5.41772e+14	1.06405e+02	1.28934e+29	2.47936e+02	8.97532e+25	1.06475e+02	3.14702e-02	
8.09690e-01	1.80841e+04	5.42123e+14	1.13680e+02	1.95752e+26	1.34935e+02	3.30516e+28	1.34799e+02	5.93234e-04	
8.09743e-01	1.80861e+04	5.42182e+14	1.34799e+02	3.32473e+28	1.75456e+02	1.26830e+26	1.34935e+02	5.93023e-04	
9.31810e+00	1.81061e+04	5.42527e+14	7.86725e+01	2.82857e+26	1.06475e+02	1.29024e+29	1.06404e+02	3.14097e-02	
5.03428e+00	1.81096e+04	5.42760e+14	9.15439e+01	2.43086e+26	1.19711e+02	8.01383e+28	1.19613e+02	1.56784e-02	
5.03447e+00	1.81149e+04	5.42919e+14	1.19613e+02	8.03814e+28	2.20365e+02	1.00983e+26	1.19710e+02	1.56762e-02	
8.10747e-01	1.81226e+04	5.43277e+14	1.34935e+02	3.33742e+28	1.75932e+02	1.26487e+26	1.35072e+02	5.91010e-04	
9.31886e+00	1.81233e+04	5.43043e+14	1.06404e+02	1.29307e+29	2.48336e+02	8.96086e+25	1.06474e+02	3.12832e-02	
8.11344e-01	1.81444e+04	5.43931e+14	1.13573e+02	1.95936e+26	1.35072e+02	3.35006e+28	1.34935e+02	5.79897e-04	
8.11756e-01	1.81594e+04	5.44381e+14	1.34935e+02	3.36966e+28	1.76409e+02	1.26145e+26	1.35072e+02	5.78549e-04	
5.03608e+00	1.81611e+04	5.44306e+14	1.19710e+02	8.04824e+28	2.20875e+02	1.00749e+26	1.19808e+02	1.56050e-02	
9.32073e+00	1.81657e+04	5.44315e+14	1.06474e+02	1.29396e+29	2.48736e+02	8.94647e+25	1.06544e+02	3.11505e-02	
8.12772e-01	1.81965e+04	5.45492e+14	1.35072e+02	3.38227e+28	1.76888e+02	1.25803e+26	1.35209e+02	5.77191e-04	
8.13026e-01	1.82058e+04	5.45770e+14	1.13468e+02	1.96117e+26	1.35209e+02	3.39485e+28	1.35072e+02	5.64753e-04	
5.03770e+00	1.82075e+04	5.45697e+14	1.19808e+02	8.05832e+28	2.21386e+02	1.00517e+26	1.19905e+02	1.55367e-02	
9.32261e+00	1.82083e+04	5.45589e+14	1.06544e+02	1.29486e+29	2.49135e+02	8.93214e+25	1.06614e+02	3.09919e-02	
8.13793e-01	1.82338e+04	5.46609e+14	1.35072e+02	3.41446e+28	1.77368e+02	1.25463e+26	1.35208e+02	5.64023e-04	
5.03878e+00	1.82386e+04	5.46629e+14	9.15946e+01	2.42952e+26	1.19905e+02	8.06837e+28	1.19807e+02	1.54926e-02	
9.32448e+00	1.82509e+04	5.46867e+14	1.06614e+02	1.29575e+29	2.49533e+02	8.91787e+25	1.06684e+02	3.08863e-02	
5.03932e+00	1.82541e+04	5.47091e+14	1.19807e+02	8.09266e+28	2.21897e+02	1.00286e+26	1.19905e+02	1.54672e-02	
8.14734e-01	1.82682e+04	5.47640e+14	1.13366e+02	1.96294e+26	1.35208e+02	3.42701e+28	1.35072e+02	5.50763e-04	
8.14820e-01	1.82713e+04	5.47735e+14	1.35072e+02	3.44664e+28	1.77849e+02	1.25123e+26	1.35208e+02	5.49913e-04	
9.32557e+00	1.82757e+04	5.47613e+14	7.87856e+01	2.82451e+26	1.06684e+02	1.29664e+29	1.06613e+02	3.07759e-02	
9.32636e+00	1.82935e+04	5.48145e+14	1.06613e+02	1.29947e+29	2.49932e+02	8.90366e+25	1.06683e+02	3.07610e-02	
5.04094e+00	1.83006e+04	5.48487e+14	1.19905e+02	8.10269e+28	2.22408e+02	1.00055e+26	1.20002e+02	1.54060e-02	
8.15852e-01	1.83090e+04	5.48866e+14	1.35208e+02	3.45915e+28	1.78332e+02	1.24785e+26	1.35344e+02	5.47963e-04	
8.16467e-01	1.83316e+04	5.49542e+14	1.13265e+02	1.96469e+26	1.35344e+02	3.47163e+28	1.35208e+02	5.37081e-04	
9.32823e+00	1.83362e+04	5.49426e+14	1.06683e+02	1.30036e+29	2.50329e+02	8.88952e+25	1.06753e+02	3.05738e-02	
8.16890e-01	1.83470e+04	5.50005e+14	1.35208e+02	3.49128e+28	1.78816e+02	1.24447e+26	1.35344e+02	5.35489e-04	
5.04256e+00	1.83474e+04	5.49889e+14	1.20002e+02	8.11270e+28	2.22919e+02	9.98258e+25	1.20099e+02	1.53305e-02	
5.04333e+00	1.83695e+04	5.50553e+14	9.16471e+01	2.42813e+26	1.20099e+02	8.12268e+28	1.20001e+02	1.53299e-02	
9.33011e+00	1.83790e+04	5.50708e+14	1.06753e+02	1.30125e+29	2.50726e+02	8.87544e+25	1.06823e+02	3.04476e-02	
8.17934e-01	1.83853e+04	5.51151e+14	1.35344e+02	3.50372e+28	1.79301e+02	1.24110e+26	1.35480e+02	5.32999e-04	
5.04418e+00	1.83942e+04	5.51293e+14	1.20001e+02	8.14696e+28	2.23431e+02	9.95973e+25	1.20098e+02	1.52739e-02	
8.18229e-01	1.83961e+04	5.51475e+14	1.13167e+02	1.96639e+26	1.35480e+02	3.51613e+28	1.35344e+02	5.21826e-04	
9.33199e+00	1.84219e+04	5.51994e+14	1.06823e+02	1.30214e+29	2.51123e+02	8.86142e+25	1.06893e+02	3.03597e-02	
8.18983e-01	1.84237e+04	5.52304e+14	1.35344e+02	3.53580e+28	1.79788e+02	1.23774e+26	1.35480e+02	5.20259e-04	
5.04581e+00	1.84411e+04	5.52699e+14	1.20098e+02	8.15692e+28	2.23942e+02	9.93696e+25	1.20195e+02	1.52207e-02	
9.33312e+00	1.84477e+04	5.52769e+14	7.89002e+01	2.82041e+26	1.06893e+02	1.30302e+29	1.06822e+02	3.02115e-02	
8.20017e-01	1.84617e+04	5.53442e+14	1.13071e+02	1.96807e+26	1.35480e+02	3.54817e+28	1.35344e+02	5.08559e-04	
8.20038e-01	1.84625e+04	5.53465e+14	1.35344e+02	3.56786e+28	1.80276e+02	1.23439e+26	1.35480e+02	5.07792e-04	
9.33387e+00	1.84648e+04	5.53281e+14	1.06822e+02	1.30584e+29	2.51519e+02	8.84746e+25	1.06892e+02	3.01418e-02	
5.04744e+00	1.84882e+04	5.54111e+14	1.20195e+02	8.16686e+28	2.24455e+02	9.91429e+25	1.20292e+02	1.51635e-02	
8.21098e-01	1.85014e+04	5.54631e+14	1.35480e+02	3.58020e+28	1.80765e+02	1.23105e+26	1.35616e+02	5.06335e-04	
5.04793e+00	1.85023e+04	5.54532e+14	9.17014e+01	2.42669e+26	1.20292e+02	8.17677e+28	1.20195e+02	1.51071e-02	
9.33575e+00	1.85078e+04	5.54569e+14	1.06892e+02	1.30673e+29	2.51915e+02	8.83356e+25	1.06961e+02	3.00122e-02	
8.21832e-01	1.85284e+04	5.55440e+14	1.12977e+02	1.96971e+26	1.35616e+02	3.59251e+28	1.35480e+02	4.95081e-04	
5.04907e+00	1.85354e+04	5.55524e+14	1.20195e+02	8.20104e+28	2.24967e+02	9.89171e+25	1.20292e+02	1.50700e-02	
8.22163e-01	1.85405e+04	5.55806e+14	1.35480e+02	3.61221e+28	1.81255e+02	1.22772e+26	1.35615e+02	4.93609e-04	
9.33763e+00	1.85509e+04	5.55860e+14	1.06961e+02	1.30761e+29	2.52310e+02	8.81972e+25	1.07031e+02	2.98884e-02	
8.23234e-01	1.85799e+04	5.56986e+14	1.35615e+02	3.62448e+28	1.81747e+02	1.22440e+26	1.35751e+02	4.92786e-04	
5.05071e+00	1.85826e+04	5.56941e+14	1.20292e+02	8.21093e+28	2.25479e+02	9.86922e+25	1.20388e+02	1.49967e-02	
9.33951e+00	1.85940e+04	5.57153e+14	1.07031e+02	1.30849e+29	2.52705e+02	8.80594e+25	1.07101e+02	2.97530e-02	
8.23674e-01	1.85961e+04	5.57472e+14	1.12885e+02	1.97131e+26	1.35751e+02	3.63673e+28	1.35615e+02	4.80404e-04	
8.24310e-01	1.86195e+04	5.58174e+14	1.35615e+02	3.65644e+28	1.82241e+02	1.22108e+26	1.35751e+02	4.80293e-04	
9.34074e+00	1.86221e+04	5.57997e+14	7.90162e+01	2.81627e+26	1.07101e+02	1.30937e+29	1.07030e+02	2.96352e-02	
5.05234e+00	1.86301e+04	5.58363e+14	1.20388e+02	8.22080e+28	2.25992e+02	9.84682e+25	1.20485e+02	1.49389e-02	
5.05258e+00	1.86369e+04	5.58567e+14	9.17574e+01	2.42521e+26	1.20485e+02	8.23065e+28	1.20388e+02	1.49262e-02	
9.34140e+00	1.86372e+04	5.58448e+14	1.07030e+02	1.31219e+29	2.53099e+02	8.79223e+25	1.07100e+02	2.95801e-02	
8.25392e-01	1.86594e+04	5.59369e+14	1.35751e+02	3.66865e+28	1.82735e+02	1.21778e+26	1.35886e+02	4.78179e-04	
8.25545e-01	1.86650e+04	5.59538e+14	1.12795e+02	1.97288e+26	1.35886e+02	3.68083e+28	1.35751e+02	4.67006e-04	
5.05398e+00	1.86775e+04	5.59786e+14	1.20388e+02	8.25490e+28	2.26505e+02	9.82452e+25	1.20484e+02	1.48803e-02	
9.34328e+00	1.86804e+04	5.59745e+14	1.07100e+02	1.31307e+29	2.53493e+02	8.77857e+25	1.07169e+02	2.94514e-02	
8.26479e-01	1.86995e+04	5.60570e+14	1.35751e+02	3.70056e+28	1.83231e+02	1.21448e+26	1.35886e+02	4.65955e-04	
9.34517e+00	1.87238e+04	5.61044e+14	1.07169e+02	1.31395e+29	2.53886e+02	8.76497e+25	1.07239e+02	2.93823e-02	
5.05562e+00	1.87251e+04	5.61213e+14	1.20484e+02	8.26472e+28	2.27019e+02	9.80230e+25	1.20581e+02	1.47937e-02	
8.27443e-01	1.87351e+04	5.61638e+14	1.12707e+02	1.97441e+26	1.35886e+02	3.71270e+28	1.35751e+02	4.53760e-04	
8.27571e-01	1.87398e+04	5.61779e+14	1.35751e+02	3.73245e+28	1.83728e+02	1.21120e+26	1.35886e+02	4.53280e-04	
9.34706e+00	1.87672e+04	5.62345e+14	1.07239e+02	1.31482e+29	2.54279e+02	8.75143e+25	1.07308e+02	2.92559e-02	
5.05726e+00	1.87729e+04	5.62645e+14	1.20581e+02	8.27452e+28	2.27532e+02	9.78018e+25	1.20678e+02	1.47353e-02	
5.05728e+00	1.87733e+04	5.62658e+14	9.18153e+01	2.42368e+26	1.20678e+02	8.28431e+28	1.20580e+02	1.47263e-02	
8.28668e-01	1.87803e+04	5.62994e+14	1.35886e+02	3.74456e+28	1.84226e+02	1.20792e+26	1.36021e+02	4.51433e-04	
9.34844e+00	1.87990e+04	5.63298e+14	7.91337e+01	2.81209e+26	1.07308e+02	1.31570e+29	1.07237e+02	2.91298e-02	
8.29369e-01	1.88062e+04	5.63771e+14	1.12622e+02	1.97591e+26	1.36021e+02	3.75664e+28	1.35886e+02	4.40302e-04	
9.34895e+00	1.88107e+04	5.63649e+14	1.07237e+02	1.31851e+29	2.54671e+02	8.73796e+25	1.07307e+02	2.90496e-02	
5.05890e+00	1.88207e+04	5.64078e+14	1.20580e+02	8.30854e+28	2.28046e+02	9.75814e+25	1.20677e+02	1.46770e-02	
8.29771e-01	1.88211e+04	5.64216e+14	1.35886e+02	3.77640e+28	1.84726e+02	1.20465e+26	1.36021e+02	4.39286e-04	
9.35083e+00	1.88542e+04	5.64953e+14	1.07307e+02	1.31938e+29	2.55063e+02	8.72454e+25	1.07376e+02	2.90037e-02	
8.30879e-01	1.88621e+04	5.65445e+14	1.36021e+02	3.78844e+28	1.85227e+02	1.20139e+26	1.36156e+02	4.37726e-04	
5.06055e+00	1.88686e+04	5.65515e+14	1.20677e+02	8.31830e+28	2.28560e+02	9.73620e+25	1.20773e+02	1.46068e-02	
8.31323e-01	1.88786e+04	5.65939e+14	1.12538e+02	1.97738e+26	1.36156e+02	3.80046e+28	1.36021e+02	4.27220e-04	
9.35273e+00	1.88978e+04	5.66260e+14	1.07376e+02	1.32026e+29	2.55454e+02	8.71118e+25	1.07446e+02	2.88273e-02	
8.31991e-01	1.89033e+04	5.66680e+14	1.36021e+02	3.82023e+28	1.85729e+02	1.19815e+26	1.36155e+02	4.25903e-04	
5.06203e+00	1.89117e+04	5.66807e+14	9.18750e+01	2.42210e+26	1.20773e+02	8.32804e+28	1.20676e+02	1.45496e-02	
5.06220e+00	1.89167e+04	5.66956e+14	1.20676e+02	8.35226e+28	2.29074e+02	9.71434e+25	1.20772e+02	1.45398e-02	
9.35462e+00	1.89415e+04	5.67570e+14	1.07446e+02	1.32113e+29	2.55845e+02	8.69788e+25	1.07515e+02	2.87111e-02	
8.33110e-01	1.89447e+04	5.67923e+14	1.36155e+02	3.83221e+28	1.86233e+02	1.19491e+26	1.36290e+02	4.23941e-04	
8.33307e-01	1.89521e+04	5.68143e+14	1.12457e+02	1.97881e+26	1.36290e+02	3.84416e+28	1.36155e+02	4.14030e-04	
5.06385e+00	1.89648e+04	5.68399e+14	1.20772e+02	8.36197e+28	2.29589e+02	9.69257e+25	1.20868e+02	1.44876e-02	
9.35621e+00	1.89782e+04	5.68672e+14	7.92526e+01	2.80787e+26	1.07515e+02	1.32200e+29	1.07444e+02	2.85656e-02	
9.35651e+00	1.89852e+04	5.68882e+14	1.07444e+02	1.32480e+29	2.56235e+02	8.68463e+25	1.07514e+02	2.85252e-02	
8.34232e-01	1.89864e+04	5.69171e+14	1.36155e+02	3.86395e+28	1.86737e+02	1.19168e+26	1.36290e+02	4.12266e-04	
5.06550e+00	1.90131e+04	5.69846e+14	1.20868e+02	8.37166e+28	2.30104e+02	9.67089e+25	1.20964e+02	1.44416e-02	
8.35319e-01	1.90268e+04	5.70382e+14	1.12378e+02	1.98020e+26	1.36290e+02	3.87587e+28	1.36155e+02	4.01356e-04	
8.35361e-01	1.90283e+04	5.70428e+14	1.36155e+02	3.89567e+28	1.87243e+02	1.18846e+26	1.36289e+02	4.00781e-04	
9.35840e+00	1.90290e+04	5.70194e+14	1.07514e+02	1.32567e+29	2.56625e+02	8.67145e+25	1.07583e+02	2.83753e-02	
5.06683e+00	1.90521e+04	5.71014e+14	9.19365e+01	2.42048e+26	1.20964e+02	8.38134e+28	1.20868e+02	1.43832e-02	
5.06716e+00	1.90615e+04	5.71297e+14	1.20868e+02	8.40554e+28	2.30618e+02	9.64930e+25	1.20964e+02	1.43515e-02	
8.36493e-01	1.90704e+04	5.71689e+14	1.36289e+02	3.90755e+28	1.87751e+02	1.18525e+26	1.36424e+02	3.99321e-04	
9.36030e+00	1.90729e+04	5.71509e+14	1.07583e+02	1.32654e+29	2.57014e+02	8.65833e+25	1.07652e+02	2.82502e-02	
8.37360e-01	1.91026e+04	5.72656e+14	1.12301e+02	1.98156e+26	1.36424e+02	3.91941e+28	1.36289e+02	3.89198e-04	
5.06881e+00	1.91100e+04	5.72750e+14	1.20964e+02	8.41519e+28	2.31133e+02	9.62780e+25	1.21059e+02	1.42850e-02	
8.37632e-01	1.91127e+04	5.72959e+14	1.36289e+02	3.93922e+28	1.88259e+02	1.18205e+26	1.36424e+02	3.87689e-04	
9.36220e+00	1.91168e+04	5.72827e+14	1.07652e+02	1.32741e+29	2.57402e+02	8.64526e+25	1.07721e+02	2.81251e-02	
8.38774e-01	1.91553e+04	5.74234e+14	1.36424e+02	3.95104e+28	1.88769e+02	1.17885e+26	1.36558e+02	3.87410e-04	
5.07047e+00	1.91586e+04	5.74207e+14	1.21059e+02	8.42482e+28	2.31649e+02	9.60639e+25	1.21155e+02	1.42158e-02	
9.36406e+00	1.91600e+04	5.74121e+14	7.93730e+01	2.80361e+26	1.07721e+02	1.32827e+29	1.07651e+02	2.79906e-02	
9.36409e+00	1.91609e+04	5.74147e+14	1.07651e+02	1.33107e+29	2.57790e+02	8.63225e+25	1.07720e+02	2.79864e-02	
8.39430e-01	1.91797e+04	5.74967e+14	1.12226e+02	1.98288e+26	1.36558e+02	3.96283e+28	1.36424e+02	3.76066e-04	
5.07169e+00	1.91944e+04	5.75280e+14	9.19998e+01	2.41882e+26	1.21155e+02	8.43442e+28	1.21059e+02	1.41826e-02	
8.39922e-01	1.91980e+04	5.75517e+14	1.36424e+02	3.98266e+28	1.89280e+02	1.17567e+26	1.36557e+02	3.74755e-04	
9.36599e+00	1.92049e+04	5.75468e+14	1.07720e+02	1.33194e+29	2.58177e+02	8.61930e+25	1.07789e+02	2.78756e-02	
