TimeObs (s) 	TimeJet (s) 	Rcoll (cm) 	DSGamma 	DSMass (g) 	UPGamma 	UPMass (g) 	Gammaf 	tau
1.45893e+00	4.98894e+04	1.49560e+15	1.77335e+02	7.65840e+28	4.09252e+02	5.43750e+25	1.77453e+02	0.00000e+00	
1.04333e+01	4.99396e+04	1.49684e+15	9.50868e+01	2.34029e+26	1.26091e+02	1.83141e+29	1.26045e+02	4.12638e-03	
5.90882e+00	4.99434e+04	1.49708e+15	1.47929e+02	1.36782e+29	4.04211e+02	5.50531e+25	1.48000e+02	2.47520e-03	
1.46091e+00	5.00143e+04	1.49934e+15	1.77453e+02	7.66384e+28	4.09788e+02	5.43039e+25	1.77571e+02	0.00000e+00	
5.91100e+00	5.00386e+04	1.49994e+15	1.48000e+02	1.36837e+29	4.04365e+02	5.50322e+25	1.48070e+02	2.46926e-03	
5.91317e+00	5.01341e+04	1.50280e+15	1.48070e+02	1.36892e+29	4.04517e+02	5.50115e+25	1.48140e+02	2.46758e-03	
1.46290e+00	5.01394e+04	1.50309e+15	1.77571e+02	7.66927e+28	4.10323e+02	5.42331e+25	1.77688e+02	0.00000e+00	
5.91388e+00	5.01650e+04	1.50373e+15	1.07364e+02	2.07268e+26	1.48140e+02	1.36947e+29	1.48067e+02	2.45840e-03	
5.91535e+00	5.02296e+04	1.50567e+15	1.48067e+02	1.37155e+29	4.04667e+02	5.49911e+25	1.48137e+02	2.45662e-03	
1.46488e+00	5.02647e+04	1.50685e+15	1.77688e+02	7.67469e+28	4.10856e+02	5.41627e+25	1.77806e+02	0.00000e+00	
5.91753e+00	5.03253e+04	1.50853e+15	1.48137e+02	1.37210e+29	4.04816e+02	5.49709e+25	1.48207e+02	2.44833e-03	
1.46687e+00	5.03902e+04	1.51061e+15	1.77806e+02	7.68011e+28	4.11389e+02	5.40926e+25	1.77924e+02	0.00000e+00	
5.91971e+00	5.04210e+04	1.51140e+15	1.48207e+02	1.37265e+29	4.04963e+02	5.49509e+25	1.48278e+02	2.43760e-03	
1.46885e+00	5.05160e+04	1.51439e+15	1.77924e+02	7.68552e+28	4.11920e+02	5.40228e+25	1.78042e+02	0.00000e+00	
5.92189e+00	5.05170e+04	1.51428e+15	1.48278e+02	1.37320e+29	4.05109e+02	5.49311e+25	1.48348e+02	2.42692e-03	
5.92407e+00	5.06131e+04	1.51716e+15	1.48348e+02	1.37375e+29	4.05253e+02	5.49116e+25	1.48418e+02	2.42756e-03	
1.04548e+01	5.06225e+04	1.51731e+15	9.53301e+01	2.33432e+26	1.26045e+02	1.83375e+29	1.26000e+02	4.00922e-03	
1.47084e+00	5.06420e+04	1.51816e+15	1.78042e+02	7.69092e+28	4.12451e+02	5.39533e+25	1.78159e+02	0.00000e+00	
5.92626e+00	5.07093e+04	1.52005e+15	1.48418e+02	1.37429e+29	4.05395e+02	5.48923e+25	1.48488e+02	2.41703e-03	
5.92700e+00	5.07421e+04	1.52103e+15	1.07606e+02	2.06801e+26	1.48488e+02	1.37484e+29	1.48415e+02	2.41063e-03	
1.47283e+00	5.07683e+04	1.52195e+15	1.78159e+02	7.69631e+28	4.12980e+02	5.38842e+25	1.78277e+02	0.00000e+00	
5.92844e+00	5.08056e+04	1.52293e+15	1.48415e+02	1.37691e+29	4.05536e+02	5.48732e+25	1.48485e+02	2.40648e-03	
1.47482e+00	5.08948e+04	1.52574e+15	1.78277e+02	7.70170e+28	4.13508e+02	5.38153e+25	1.78394e+02	0.00000e+00	
5.93063e+00	5.09020e+04	1.52582e+15	1.48485e+02	1.37746e+29	4.05676e+02	5.48543e+25	1.48555e+02	2.39598e-03	
5.93282e+00	5.09986e+04	1.52872e+15	1.48555e+02	1.37801e+29	4.05814e+02	5.48357e+25	1.48625e+02	2.39603e-03	
1.47681e+00	5.10215e+04	1.52954e+15	1.78394e+02	7.70708e+28	4.14035e+02	5.37468e+25	1.78512e+02	0.00000e+00	
5.93501e+00	5.10953e+04	1.53162e+15	1.48625e+02	1.37856e+29	4.05950e+02	5.48173e+25	1.48695e+02	2.38628e-03	
1.47880e+00	5.11485e+04	1.53335e+15	1.78512e+02	7.71246e+28	4.14561e+02	5.36786e+25	1.78629e+02	0.00000e+00	
5.93720e+00	5.11922e+04	1.53452e+15	1.48695e+02	1.37911e+29	4.06085e+02	5.47991e+25	1.48764e+02	2.37590e-03	
1.48080e+00	5.12757e+04	1.53716e+15	1.78629e+02	7.71783e+28	4.15086e+02	5.36108e+25	1.78747e+02	0.00000e+00	
5.93939e+00	5.12893e+04	1.53743e+15	1.48764e+02	1.37965e+29	4.06218e+02	5.47811e+25	1.48834e+02	2.36558e-03	
1.04768e+01	5.13213e+04	1.53826e+15	9.55749e+01	2.32834e+26	1.26000e+02	1.83608e+29	1.25955e+02	3.90418e-03	
5.94025e+00	5.13273e+04	1.53857e+15	1.07850e+02	2.06333e+26	1.48834e+02	1.38020e+29	1.48761e+02	2.36137e-03	
5.94159e+00	5.13864e+04	1.54034e+15	1.48761e+02	1.38226e+29	4.06349e+02	5.47634e+25	1.48831e+02	2.36155e-03	
1.48279e+00	5.14031e+04	1.54098e+15	1.78747e+02	7.72319e+28	4.15609e+02	5.35432e+25	1.78864e+02	0.00000e+00	
5.94378e+00	5.14836e+04	1.54326e+15	1.48831e+02	1.38281e+29	4.06479e+02	5.47459e+25	1.48901e+02	2.35605e-03	
1.48479e+00	5.15307e+04	1.54481e+15	1.78864e+02	7.72854e+28	4.16132e+02	5.34760e+25	1.78981e+02	0.00000e+00	
5.94598e+00	5.15810e+04	1.54618e+15	1.48901e+02	1.38336e+29	4.06608e+02	5.47286e+25	1.48970e+02	2.34585e-03	
1.48678e+00	5.16586e+04	1.54864e+15	1.78981e+02	7.73389e+28	4.16653e+02	5.34091e+25	1.79099e+02	0.00000e+00	
5.94817e+00	5.16785e+04	1.54910e+15	1.48970e+02	1.38391e+29	4.06734e+02	5.47115e+25	1.49040e+02	2.33571e-03	
5.95037e+00	5.17762e+04	1.55203e+15	1.49040e+02	1.38445e+29	4.06860e+02	5.46947e+25	1.49110e+02	2.33464e-03	
1.48878e+00	5.17868e+04	1.55248e+15	1.79099e+02	7.73923e+28	4.17173e+02	5.33425e+25	1.79216e+02	0.00000e+00	
5.95257e+00	5.18741e+04	1.55496e+15	1.49110e+02	1.38500e+29	4.06983e+02	5.46781e+25	1.49179e+02	2.32635e-03	
1.49078e+00	5.19151e+04	1.55633e+15	1.79216e+02	7.74456e+28	4.17693e+02	5.32762e+25	1.79333e+02	0.00000e+00	
5.95363e+00	5.19209e+04	1.55637e+15	1.08096e+02	2.05864e+26	1.49179e+02	1.38555e+29	1.49107e+02	2.31559e-03	
5.95478e+00	5.19720e+04	1.55790e+15	1.49107e+02	1.38761e+29	4.07105e+02	5.46617e+25	1.49176e+02	2.31581e-03	
1.04994e+01	5.20365e+04	1.55970e+15	9.58209e+01	2.32236e+26	1.25955e+02	1.83841e+29	1.25911e+02	3.80227e-03	
1.49278e+00	5.20437e+04	1.56018e+15	1.79333e+02	7.74989e+28	4.18210e+02	5.32102e+25	1.79450e+02	0.00000e+00	
5.95698e+00	5.20700e+04	1.56084e+15	1.49176e+02	1.38815e+29	4.07226e+02	5.46455e+25	1.49245e+02	2.30635e-03	
5.95918e+00	5.21682e+04	1.56378e+15	1.49245e+02	1.38870e+29	4.07345e+02	5.46296e+25	1.49315e+02	2.30476e-03	
1.49478e+00	5.21726e+04	1.56405e+15	1.79450e+02	7.75521e+28	4.18727e+02	5.31446e+25	1.79567e+02	0.00000e+00	
5.96139e+00	5.22666e+04	1.56673e+15	1.49315e+02	1.38925e+29	4.07462e+02	5.46139e+25	1.49384e+02	2.29717e-03	
1.49678e+00	5.23016e+04	1.56792e+15	1.79567e+02	7.76053e+28	4.19243e+02	5.30792e+25	1.79684e+02	0.00000e+00	
5.96360e+00	5.23651e+04	1.56969e+15	1.49384e+02	1.38979e+29	4.07578e+02	5.45984e+25	1.49453e+02	2.28732e-03	
1.49878e+00	5.24309e+04	1.57179e+15	1.79684e+02	7.76584e+28	4.19757e+02	5.30142e+25	1.79801e+02	0.00000e+00	
5.96580e+00	5.24638e+04	1.57264e+15	1.49453e+02	1.39034e+29	4.07692e+02	5.45831e+25	1.49522e+02	2.27751e-03	
5.96713e+00	5.25228e+04	1.57441e+15	1.08344e+02	2.05394e+26	1.49522e+02	1.39088e+29	1.49450e+02	2.27466e-03	
1.50079e+00	5.25605e+04	1.57568e+15	1.79801e+02	7.77114e+28	4.20270e+02	5.29494e+25	1.79918e+02	0.00000e+00	
5.96801e+00	5.25625e+04	1.57560e+15	1.49450e+02	1.39294e+29	4.07804e+02	5.45680e+25	1.49519e+02	2.26777e-03	
5.97023e+00	5.26614e+04	1.57857e+15	1.49519e+02	1.39348e+29	4.07915e+02	5.45532e+25	1.49588e+02	2.26833e-03	
1.50279e+00	5.26903e+04	1.57957e+15	1.79918e+02	7.77643e+28	4.20782e+02	5.28850e+25	1.80035e+02	0.00000e+00	
5.97244e+00	5.27604e+04	1.58154e+15	1.49588e+02	1.39403e+29	4.08024e+02	5.45386e+25	1.49658e+02	2.25881e-03	
1.05225e+01	5.27687e+04	1.58165e+15	9.60683e+01	2.31638e+26	1.25911e+02	1.84073e+29	1.25868e+02	3.68947e-03	
1.50480e+00	5.28203e+04	1.58346e+15	1.80035e+02	7.78172e+28	4.21293e+02	5.28208e+25	1.80152e+02	0.00000e+00	
5.97465e+00	5.28596e+04	1.58451e+15	1.49658e+02	1.39457e+29	4.08132e+02	5.45242e+25	1.49727e+02	2.24917e-03	
1.50680e+00	5.29505e+04	1.58737e+15	1.80152e+02	7.78700e+28	4.21803e+02	5.27570e+25	1.80268e+02	0.00000e+00	
5.97687e+00	5.29589e+04	1.58749e+15	1.49727e+02	1.39512e+29	4.08238e+02	5.45100e+25	1.49796e+02	2.23959e-03	
5.97908e+00	5.30584e+04	1.59047e+15	1.49796e+02	1.39566e+29	4.08343e+02	5.44961e+25	1.49865e+02	2.23962e-03	
1.50881e+00	5.30810e+04	1.59128e+15	1.80268e+02	7.79228e+28	4.22311e+02	5.26935e+25	1.80385e+02	0.00000e+00	
5.98075e+00	5.31333e+04	1.59272e+15	1.08593e+02	2.04922e+26	1.49865e+02	1.39621e+29	1.49793e+02	2.23007e-03	
5.98130e+00	5.31581e+04	1.59346e+15	1.49793e+02	1.39826e+29	4.08446e+02	5.44823e+25	1.49861e+02	2.22641e-03	
1.51082e+00	5.32117e+04	1.59520e+15	1.80385e+02	7.79755e+28	4.22819e+02	5.26303e+25	1.80502e+02	0.00000e+00	
5.98352e+00	5.32578e+04	1.59645e+15	1.49861e+02	1.39880e+29	4.08547e+02	5.44688e+25	1.49930e+02	2.22133e-03	
1.51283e+00	5.33427e+04	1.59913e+15	1.80502e+02	7.80281e+28	4.23325e+02	5.25674e+25	1.80618e+02	0.00000e+00	
5.98574e+00	5.33576e+04	1.59944e+15	1.49930e+02	1.39935e+29	4.08647e+02	5.44555e+25	1.49999e+02	2.21191e-03	
5.98797e+00	5.34576e+04	1.60244e+15	1.49999e+02	1.39989e+29	4.08745e+02	5.44425e+25	1.50068e+02	2.21142e-03	
1.51484e+00	5.34739e+04	1.60306e+15	1.80618e+02	7.80807e+28	4.23830e+02	5.25048e+25	1.80735e+02	0.00000e+00	
1.05461e+01	5.35184e+04	1.60412e+15	9.63171e+01	2.31040e+26	1.25868e+02	1.84305e+29	1.25825e+02	3.59166e-03	
5.99019e+00	5.35578e+04	1.60544e+15	1.50068e+02	1.40044e+29	4.08841e+02	5.44296e+25	1.50136e+02	2.19963e-03	
1.51685e+00	5.36053e+04	1.60700e+15	1.80735e+02	7.81332e+28	4.24333e+02	5.24424e+25	1.80851e+02	0.00000e+00	
5.99242e+00	5.36581e+04	1.60845e+15	1.50136e+02	1.40098e+29	4.08936e+02	5.44170e+25	1.50205e+02	2.19398e-03	
1.51886e+00	5.37370e+04	1.61095e+15	1.80851e+02	7.81856e+28	4.24836e+02	5.23804e+25	1.80968e+02	0.00000e+00	
5.99451e+00	5.37525e+04	1.61128e+15	1.08844e+02	2.04450e+26	1.50205e+02	1.40153e+29	1.50133e+02	2.18398e-03	
5.99464e+00	5.37586e+04	1.61146e+15	1.50133e+02	1.40357e+29	4.09029e+02	5.44046e+25	1.50202e+02	2.18346e-03	
5.99687e+00	5.38592e+04	1.61448e+15	1.50202e+02	1.40411e+29	4.09121e+02	5.43924e+25	1.50271e+02	2.18370e-03	
1.52088e+00	5.38689e+04	1.61490e+15	1.80968e+02	7.82380e+28	4.25337e+02	5.23187e+25	1.81084e+02	0.00000e+00	
5.99910e+00	5.39599e+04	1.61749e+15	1.50271e+02	1.40466e+29	4.09211e+02	5.43804e+25	1.50339e+02	2.17626e-03	
1.52289e+00	5.40011e+04	1.61886e+15	1.81084e+02	7.82903e+28	4.25837e+02	5.22573e+25	1.81201e+02	0.00000e+00	
6.00133e+00	5.40607e+04	1.62052e+15	1.50339e+02	1.40520e+29	4.09300e+02	5.43686e+25	1.50408e+02	2.16710e-03	
1.52491e+00	5.41335e+04	1.62283e+15	1.81201e+02	7.83426e+28	4.26335e+02	5.21962e+25	1.81317e+02	0.00000e+00	
6.00357e+00	5.41618e+04	1.62355e+15	1.50408e+02	1.40575e+29	4.09387e+02	5.43571e+25	1.50476e+02	2.15800e-03	
6.00580e+00	5.42630e+04	1.62658e+15	1.50476e+02	1.40629e+29	4.09472e+02	5.43458e+25	1.50544e+02	2.15649e-03	
1.52693e+00	5.42661e+04	1.62681e+15	1.81317e+02	7.83948e+28	4.26833e+02	5.21353e+25	1.81433e+02	0.00000e+00	
1.05704e+01	5.42862e+04	1.62714e+15	9.65672e+01	2.30441e+26	1.25825e+02	1.84536e+29	1.25783e+02	3.48756e-03	
6.00804e+00	5.43643e+04	1.62962e+15	1.50544e+02	1.40683e+29	4.09555e+02	5.43347e+25	1.50613e+02	2.14811e-03	
6.00839e+00	5.43805e+04	1.63010e+15	1.09097e+02	2.03976e+26	1.50613e+02	1.40738e+29	1.50541e+02	2.14194e-03	
1.52894e+00	5.43989e+04	1.63079e+15	1.81433e+02	7.84469e+28	4.27329e+02	5.20748e+25	1.81549e+02	0.00000e+00	
6.01027e+00	5.44657e+04	1.63266e+15	1.50541e+02	1.40942e+29	4.09637e+02	5.43238e+25	1.50610e+02	2.14070e-03	
1.53096e+00	5.45320e+04	1.63478e+15	1.81549e+02	7.84990e+28	4.27824e+02	5.20145e+25	1.81665e+02	0.00000e+00	
6.01251e+00	5.45673e+04	1.63570e+15	1.50610e+02	1.40996e+29	4.09718e+02	5.43131e+25	1.50678e+02	2.13176e-03	
1.53298e+00	5.46654e+04	1.63878e+15	1.81665e+02	7.85510e+28	4.28318e+02	5.19546e+25	1.81782e+02	0.00000e+00	
6.01475e+00	5.46690e+04	1.63875e+15	1.50678e+02	1.41050e+29	4.09797e+02	5.43027e+25	1.50746e+02	2.12286e-03	
6.01699e+00	5.47709e+04	1.64181e+15	1.50746e+02	1.41105e+29	4.09874e+02	5.42925e+25	1.50814e+02	2.12333e-03	
1.53501e+00	5.47990e+04	1.64278e+15	1.81782e+02	7.86030e+28	4.28810e+02	5.18949e+25	1.81898e+02	0.00000e+00	
6.01924e+00	5.48730e+04	1.64487e+15	1.50814e+02	1.41159e+29	4.09950e+02	5.42825e+25	1.50882e+02	2.11477e-03	
1.53703e+00	5.49328e+04	1.64680e+15	1.81898e+02	7.86548e+28	4.29301e+02	5.18356e+25	1.82014e+02	0.00000e+00	
6.02148e+00	5.49752e+04	1.64793e+15	1.50882e+02	1.41213e+29	4.10024e+02	5.42727e+25	1.50950e+02	2.10597e-03	
6.02241e+00	5.50175e+04	1.64920e+15	1.09351e+02	2.03501e+26	1.50950e+02	1.41267e+29	1.50879e+02	2.10273e-03	
1.53905e+00	5.50669e+04	1.65081e+15	1.82014e+02	7.87067e+28	4.29791e+02	5.17765e+25	1.82129e+02	0.00000e+00	
1.05952e+01	5.50727e+04	1.65072e+15	9.68186e+01	2.29843e+26	1.25783e+02	1.84767e+29	1.25742e+02	3.38685e-03	
6.02373e+00	5.50775e+04	1.65100e+15	1.50879e+02	1.41471e+29	4.10096e+02	5.42631e+25	1.50947e+02	2.09679e-03	
6.02598e+00	5.51800e+04	1.65407e+15	1.50947e+02	1.41525e+29	4.10167e+02	5.42537e+25	1.51015e+02	2.09717e-03	
1.54108e+00	5.52012e+04	1.65484e+15	1.82129e+02	7.87585e+28	4.30280e+02	5.17177e+25	1.82245e+02	0.00000e+00	
6.02823e+00	5.52826e+04	1.65715e+15	1.51015e+02	1.41579e+29	4.10236e+02	5.42446e+25	1.51083e+02	2.08929e-03	
1.54310e+00	5.53357e+04	1.65887e+15	1.82245e+02	7.88102e+28	4.30767e+02	5.16592e+25	1.82361e+02	0.00000e+00	
6.03048e+00	5.53853e+04	1.66023e+15	1.51083e+02	1.41634e+29	4.10303e+02	5.42357e+25	1.51151e+02	2.08065e-03	
1.54513e+00	5.54705e+04	1.66291e+15	1.82361e+02	7.88618e+28	4.31253e+02	5.16010e+25	1.82477e+02	0.00000e+00	
6.03273e+00	5.54883e+04	1.66331e+15	1.51151e+02	1.41688e+29	4.10369e+02	5.42269e+25	1.51219e+02	2.07205e-03	
6.03499e+00	5.55914e+04	1.66640e+15	1.51219e+02	1.41742e+29	4.10434e+02	5.42184e+25	1.51287e+02	2.07148e-03	
1.54715e+00	5.56055e+04	1.66696e+15	1.82477e+02	7.89134e+28	4.31738e+02	5.15430e+25	1.82593e+02	0.00000e+00	
6.03656e+00	5.56635e+04	1.66857e+15	1.09607e+02	2.03026e+26	1.51287e+02	1.41796e+29	1.51216e+02	2.06351e-03	
6.03724e+00	5.56946e+04	1.66950e+15	1.51216e+02	1.41999e+29	4.10496e+02	5.42102e+25	1.51283e+02	2.05996e-03	
1.54918e+00	5.57408e+04	1.67102e+15	1.82593e+02	7.89650e+28	4.32221e+02	5.14854e+25	1.82708e+02	0.00000e+00	
6.03950e+00	5.57979e+04	1.67260e+15	1.51283e+02	1.42054e+29	4.10557e+02	5.42021e+25	1.51351e+02	2.05577e-03	
1.55121e+00	5.58763e+04	1.67508e+15	1.82708e+02	7.90165e+28	4.32703e+02	5.14280e+25	1.82824e+02	0.00000e+00	
1.06207e+01	5.58785e+04	1.67487e+15	9.70714e+01	2.29244e+26	1.25742e+02	1.84996e+29	1.25701e+02	3.28943e-03	
6.04176e+00	5.59014e+04	1.67570e+15	1.51351e+02	1.42108e+29	4.10617e+02	5.41943e+25	1.51419e+02	2.04716e-03	
6.04402e+00	5.60051e+04	1.67881e+15	1.51419e+02	1.42162e+29	4.10675e+02	5.41866e+25	1.51486e+02	2.04624e-03	
1.55324e+00	5.60120e+04	1.67915e+15	1.82824e+02	7.90679e+28	4.33184e+02	5.13709e+25	1.82940e+02	0.00000e+00	
6.04628e+00	5.61089e+04	1.68192e+15	1.51486e+02	1.42216e+29	4.10731e+02	5.41792e+25	1.51554e+02	2.03968e-03	
1.55528e+00	5.61480e+04	1.68323e+15	1.82940e+02	7.91193e+28	4.33664e+02	5.13141e+25	1.83055e+02	0.00000e+00	
6.04854e+00	5.62129e+04	1.68504e+15	1.51554e+02	1.42270e+29	4.10785e+02	5.41720e+25	1.51621e+02	2.03133e-03	
1.55731e+00	5.62842e+04	1.68731e+15	1.83055e+02	7.91706e+28	4.34142e+02	5.12576e+25	1.83171e+02	0.00000e+00	
6.05081e+00	5.63171e+04	1.68816e+15	1.51621e+02	1.42324e+29	4.10838e+02	5.41650e+25	1.51689e+02	2.02303e-03	
6.05085e+00	5.63188e+04	1.68821e+15	1.09865e+02	2.02550e+26	1.51689e+02	1.42379e+29	1.51618e+02	2.02067e-03	
1.55934e+00	5.64207e+04	1.69140e+15	1.83171e+02	7.92218e+28	4.34619e+02	5.12013e+25	1.83286e+02	0.00000e+00	
6.05308e+00	5.64213e+04	1.69128e+15	1.51618e+02	1.42581e+29	4.10890e+02	5.41583e+25	1.51686e+02	2.01477e-03	
6.05535e+00	5.65257e+04	1.69441e+15	1.51686e+02	1.42635e+29	4.10939e+02	5.41517e+25	1.51753e+02	2.01549e-03	
1.56138e+00	5.65574e+04	1.69550e+15	1.83286e+02	7.92730e+28	4.35094e+02	5.11454e+25	1.83402e+02	0.00000e+00	
6.05762e+00	5.66303e+04	1.69755e+15	1.51753e+02	1.42690e+29	4.10987e+02	5.41454e+25	1.51820e+02	2.00733e-03	
1.56341e+00	5.66944e+04	1.69960e+15	1.83402e+02	7.93242e+28	4.35569e+02	5.10897e+25	1.83517e+02	0.00000e+00	
1.06469e+01	5.67044e+04	1.69963e+15	9.73255e+01	2.28646e+26	1.25701e+02	1.85226e+29	1.25661e+02	3.19517e-03	
6.05989e+00	5.67350e+04	1.70069e+15	1.51820e+02	1.42744e+29	4.11034e+02	5.41393e+25	1.51888e+02	1.99846e-03	
1.56545e+00	5.68316e+04	1.70372e+15	1.83517e+02	7.93753e+28	4.36041e+02	5.10343e+25	1.83632e+02	0.00000e+00	
6.06216e+00	5.68399e+04	1.70383e+15	1.51888e+02	1.42798e+29	4.11079e+02	5.41334e+25	1.51955e+02	1.99106e-03	
6.06444e+00	5.69450e+04	1.70698e+15	1.51955e+02	1.42852e+29	4.11122e+02	5.41277e+25	1.52022e+02	1.99124e-03	
1.56749e+00	5.69690e+04	1.70784e+15	1.83632e+02	7.94263e+28	4.36513e+02	5.09792e+25	1.83747e+02	0.00000e+00	
6.06527e+00	5.69834e+04	1.70813e+15	1.10124e+02	2.02072e+26	1.52022e+02	1.42906e+29	1.51952e+02	1.98299e-03	
6.06672e+00	5.70502e+04	1.71014e+15	1.51952e+02	1.43108e+29	4.11164e+02	5.41222e+25	1.52019e+02	1.98275e-03	
1.56953e+00	5.71067e+04	1.71197e+15	1.83747e+02	7.94773e+28	4.36983e+02	5.09243e+25	1.83863e+02	0.00000e+00	
6.06899e+00	5.71555e+04	1.71329e+15	1.52019e+02	1.43162e+29	4.11203e+02	5.41169e+25	1.52086e+02	1.97574e-03	
1.57157e+00	5.72446e+04	1.71610e+15	1.83863e+02	7.95282e+28	4.37452e+02	5.08697e+25	1.83978e+02	0.00000e+00	
6.07127e+00	5.72610e+04	1.71646e+15	1.52086e+02	1.43216e+29	4.11242e+02	5.41119e+25	1.52153e+02	1.96776e-03	
6.07356e+00	5.73667e+04	1.71962e+15	1.52153e+02	1.43270e+29	4.11279e+02	5.41071e+25	1.52220e+02	1.96741e-03	
1.57361e+00	5.73828e+04	1.72024e+15	1.83978e+02	7.95791e+28	4.37920e+02	5.08154e+25	1.84093e+02	0.00000e+00	
6.07584e+00	5.74725e+04	1.72280e+15	1.52220e+02	1.43325e+29	4.11314e+02	5.41024e+25	1.52287e+02	1.96060e-03	
1.57565e+00	5.75212e+04	1.72439e+15	1.84093e+02	7.96299e+28	4.38386e+02	5.07614e+25	1.84208e+02	0.00000e+00	
1.06737e+01	5.75509e+04	1.72501e+15	9.75809e+01	2.28047e+26	1.25661e+02	1.85454e+29	1.25622e+02	3.10397e-03	
6.07813e+00	5.75785e+04	1.72598e+15	1.52287e+02	1.43379e+29	4.11347e+02	5.40980e+25	1.52354e+02	1.95070e-03	
6.07983e+00	5.76575e+04	1.72834e+15	1.10385e+02	2.01594e+26	1.52354e+02	1.43433e+29	1.52284e+02	1.94884e-03	
1.57769e+00	5.76599e+04	1.72855e+15	1.84208e+02	7.96807e+28	4.38850e+02	5.07076e+25	1.84323e+02	0.00000e+00	
6.08041e+00	5.76847e+04	1.72916e+15	1.52284e+02	1.43634e+29	4.11379e+02	5.40938e+25	1.52351e+02	1.94488e-03	
6.08270e+00	5.77909e+04	1.73234e+15	1.52351e+02	1.43688e+29	4.11409e+02	5.40899e+25	1.52417e+02	1.94399e-03	
1.57974e+00	5.77988e+04	1.73271e+15	1.84323e+02	7.97314e+28	4.39314e+02	5.06542e+25	1.84438e+02	0.00000e+00	
6.08499e+00	5.78973e+04	1.73553e+15	1.52417e+02	1.43743e+29	4.11438e+02	5.40861e+25	1.52484e+02	1.93787e-03	
1.58178e+00	5.79379e+04	1.73688e+15	1.84438e+02	7.97820e+28	4.39776e+02	5.06009e+25	1.84552e+02	0.00000e+00	
6.08728e+00	5.80039e+04	1.73873e+15	1.52484e+02	1.43797e+29	4.11465e+02	5.40826e+25	1.52551e+02	1.93012e-03	
1.58383e+00	5.80773e+04	1.74106e+15	1.84552e+02	7.98326e+28	4.40236e+02	5.05480e+25	1.84667e+02	0.00000e+00	
6.08958e+00	5.81107e+04	1.74193e+15	1.52551e+02	1.43851e+29	4.11490e+02	5.40792e+25	1.52617e+02	1.92242e-03	
1.58588e+00	5.82169e+04	1.74525e+15	1.84667e+02	7.98832e+28	4.40696e+02	5.04953e+25	1.84782e+02	0.00000e+00	
6.09187e+00	5.82177e+04	1.74514e+15	1.52617e+02	1.43905e+29	4.11514e+02	5.40761e+25	1.52684e+02	1.91476e-03	
6.09417e+00	5.83248e+04	1.74835e+15	1.52684e+02	1.43959e+29	4.11536e+02	5.40732e+25	1.52751e+02	1.91549e-03	
6.09453e+00	5.83414e+04	1.74884e+15	1.10648e+02	2.01115e+26	1.52751e+02	1.44013e+29	1.52681e+02	1.90846e-03	
1.58792e+00	5.83568e+04	1.74944e+15	1.84782e+02	7.99337e+28	4.41154e+02	5.04429e+25	1.84897e+02	0.00000e+00	
1.07012e+01	5.84190e+04	1.75103e+15	9.78377e+01	2.27449e+26	1.25622e+02	1.85682e+29	1.25583e+02	3.01570e-03	
6.09647e+00	5.84320e+04	1.75156e+15	1.52681e+02	1.44214e+29	4.11556e+02	5.40705e+25	1.52747e+02	1.90387e-03	
1.58997e+00	5.84970e+04	1.75364e+15	1.84897e+02	7.99841e+28	4.41610e+02	5.03908e+25	1.85011e+02	0.00000e+00	
6.09877e+00	5.85394e+04	1.75478e+15	1.52747e+02	1.44268e+29	4.11575e+02	5.40680e+25	1.52814e+02	1.90036e-03	
1.59202e+00	5.86373e+04	1.75785e+15	1.85011e+02	8.00345e+28	4.42065e+02	5.03389e+25	1.85126e+02	0.00000e+00	
6.10108e+00	5.86470e+04	1.75801e+15	1.52814e+02	1.44322e+29	4.11592e+02	5.40658e+25	1.52880e+02	1.89283e-03	
6.10338e+00	5.87547e+04	1.76124e+15	1.52880e+02	1.44376e+29	4.11608e+02	5.40637e+25	1.52947e+02	1.89299e-03	
1.59408e+00	5.87780e+04	1.76207e+15	1.85126e+02	8.00848e+28	4.42519e+02	5.02873e+25	1.85241e+02	0.00000e+00	
6.10569e+00	5.88626e+04	1.76447e+15	1.52947e+02	1.44430e+29	4.11622e+02	5.40619e+25	1.53013e+02	1.88613e-03	
1.59613e+00	5.89188e+04	1.76629e+15	1.85241e+02	8.01351e+28	4.42971e+02	5.02359e+25	1.85355e+02	0.00000e+00	
6.10800e+00	5.89707e+04	1.76771e+15	1.53013e+02	1.44484e+29	4.11634e+02	5.40603e+25	1.53079e+02	1.87869e-03	
6.10937e+00	5.90350e+04	1.76964e+15	1.10913e+02	2.00636e+26	1.53079e+02	1.44538e+29	1.53010e+02	1.87539e-03	
1.59818e+00	5.90599e+04	1.77052e+15	1.85355e+02	8.01854e+28	4.43422e+02	5.01849e+25	1.85470e+02	0.00000e+00	
6.11031e+00	5.90790e+04	1.77096e+15	1.53010e+02	1.44739e+29	4.11645e+02	5.40589e+25	1.53076e+02	1.87130e-03	
6.11262e+00	5.91873e+04	1.77420e+15	1.53076e+02	1.44793e+29	4.11654e+02	5.40577e+25	1.53142e+02	1.87088e-03	
1.60024e+00	5.92013e+04	1.77476e+15	1.85470e+02	8.02355e+28	4.43872e+02	5.01340e+25	1.85584e+02	0.00000e+00	
