# Spectrum Count Rate
# Energy bin (keV) 	 Rate (c/s) 	 Uncertainty (c/s)
8.09546 5.22015e+47 0
8.28865 5.08007e+47 0
8.48645 4.94356e+47 0
8.68897 4.81054e+47 0
8.89632 4.68093e+47 0
9.10862 4.55465e+47 0
9.32599 4.43161e+47 0
9.54855 4.31174e+47 0
9.77641 4.19496e+47 0
10.0097 4.0812e+47 0
10.2486 3.97038e+47 0
10.4932 3.86243e+47 0
10.7436 3.75729e+47 0
11 3.65488e+47 0
11.2625 3.55513e+47 0
11.5312 3.45797e+47 0
11.8064 3.36335e+47 0
12.0882 3.2712e+47 0
12.3766 3.18146e+47 0
12.672 3.09405e+47 0
12.9744 3.00894e+47 0
13.284 2.92604e+47 0
13.601 2.84532e+47 0
13.9256 2.7667e+47 0
14.2579 2.69015e+47 0
14.5982 2.61559e+47 0
14.9465 2.54298e+47 0
15.3032 2.47227e+47 0
15.6684 2.40341e+47 0
16.0423 2.33634e+47 0
16.4252 2.27102e+47 0
16.8171 2.2074e+47 0
17.2185 2.14544e+47 0
17.6294 2.08509e+47 0
18.0501 2.02631e+47 0
18.4808 1.96905e+47 0
18.9218 1.91328e+47 0
19.3734 1.85894e+47 0
19.8357 1.80601e+47 0
20.3091 1.75444e+47 0
20.7937 1.7042e+47 0
21.2899 1.65525e+47 0
21.798 1.60755e+47 0
22.3182 1.56108e+47 0
22.8508 1.51579e+47 0
23.3961 1.47165e+47 0
23.9544 1.42864e+47 0
24.5261 1.38671e+47 0
25.1114 1.34586e+47 0
25.7106 1.30603e+47 0
26.3242 1.26721e+47 0
26.9524 1.22938e+47 0
27.5956 1.19249e+47 0
28.2541 1.15654e+47 0
28.9284 1.12149e+47 0
29.6187 1.08732e+47 0
30.3256 1.05402e+47 0
31.0492 1.02155e+47 0
31.7902 9.89899e+46 0
32.5488 9.59047e+46 0
33.3256 9.28974e+46 0
34.1209 8.99662e+46 0
34.9351 8.71092e+46 0
35.7688 8.43249e+46 0
36.6224 8.16115e+46 0
37.4964 7.89675e+46 0
38.3912 7.63914e+46 0
39.3073 7.38817e+46 0
40.2454 7.1437e+46 0
41.2058 6.9056e+46 0
42.1891 6.67374e+46 0
43.1959 6.448e+46 0
44.2268 6.22825e+46 0
45.2822 6.01437e+46 0
46.3628 5.80625e+46 0
47.4692 5.60378e+46 0
48.602 5.40686e+46 0
49.7618 5.21538e+46 0
50.9494 5.02923e+46 0
52.1652 4.84831e+46 0
53.4101 4.67254e+46 0
54.6847 4.50181e+46 0
55.9897 4.33602e+46 0
57.3258 4.17508e+46 0
58.6938 4.01891e+46 0
60.0945 3.86741e+46 0
61.5286 3.72049e+46 0
62.9969 3.57806e+46 0
64.5003 3.44002e+46 0
66.0395 3.30631e+46 0
67.6155 3.17682e+46 0
69.229 3.05147e+46 0
70.8811 2.93017e+46 0
72.5726 2.81284e+46 0
74.3045 2.69939e+46 0
76.0777 2.58974e+46 0
77.8932 2.4838e+46 0
79.7521 2.38149e+46 0
81.6553 2.28272e+46 0
83.6039 2.18742e+46 0
85.599 2.09549e+46 0
87.6417 2.00686e+46 0
89.7332 1.92145e+46 0
91.8746 1.83918e+46 0
94.0671 1.75996e+46 0
96.3119 1.68372e+46 0
98.6103 1.61037e+46 0
100.964 1.53985e+46 0
103.373 1.47207e+46 0
105.84 1.40695e+46 0
108.366 1.34443e+46 0
110.952 1.28442e+46 0
113.599 1.22686e+46 0
116.31 1.17166e+46 0
119.086 1.11876e+46 0
121.928 1.06808e+46 0
124.838 1.01956e+46 0
127.817 9.73123e+45 0
130.867 9.28699e+45 0
133.99 8.86221e+45 0
137.187 8.45621e+45 0
140.461 8.06833e+45 0
143.813 7.69792e+45 0
147.245 7.34432e+45 0
150.759 7.00691e+45 0
154.357 6.68505e+45 0
158.04 6.37813e+45 0
161.812 6.08556e+45 0
165.673 5.80673e+45 0
169.627 5.54107e+45 0
173.675 5.28802e+45 0
177.819 5.04702e+45 0
182.063 4.81754e+45 0
186.408 4.59905e+45 0
190.856 4.39104e+45 0
195.411 4.19302e+45 0
200.074 4.00452e+45 0
204.849 3.82507e+45 0
209.737 3.65422e+45 0
214.742 3.49155e+45 0
219.867 3.33665e+45 0
225.114 3.18912e+45 0
230.486 3.04858e+45 0
235.986 2.91467e+45 0
241.618 2.78705e+45 0
247.384 2.66539e+45 0
253.287 2.54937e+45 0
259.332 2.43871e+45 0
265.52 2.33311e+45 0
271.857 2.23232e+45 0
278.344 2.13609e+45 0
284.987 2.04417e+45 0
291.788 1.95636e+45 0
298.751 1.87242e+45 0
305.88 1.79218e+45 0
313.18 1.71545e+45 0
320.654 1.64205e+45 0
328.306 1.57182e+45 0
336.14 1.5046e+45 0
344.162 1.44026e+45 0
352.375 1.37866e+45 0
360.784 1.31966e+45 0
369.394 1.26316e+45 0
378.209 1.20904e+45 0
387.235 1.15718e+45 0
396.476 1.1075e+45 0
405.937 1.0599e+45 0
415.625 1.01429e+45 0
425.543 9.70583e+44 0
435.698 9.28699e+44 0
446.096 8.88562e+44 0
456.741 8.501e+44 0
467.641 8.13245e+44 0
478.801 7.77928e+44 0
490.227 7.44089e+44 0
501.926 7.11666e+44 0
513.904 6.80603e+44 0
526.167 6.50843e+44 0
538.724 6.22335e+44 0
551.58 5.95027e+44 0
564.743 5.68871e+44 0
578.22 5.43821e+44 0
592.019 5.1983e+44 0
606.146 4.96858e+44 0
620.611 4.74862e+44 0
635.422 4.53802e+44 0
650.586 4.33641e+44 0
666.111 4.14341e+44 0
682.007 3.95869e+44 0
698.282 3.78189e+44 0
714.946 3.61269e+44 0
732.008 3.45079e+44 0
749.476 3.29587e+44 0
767.362 3.14766e+44 0
785.674 3.00587e+44 0
804.424 2.87024e+44 0
823.62 2.74052e+44 0
843.275 2.61645e+44 0
863.399 2.4978e+44 0
884.003 2.38435e+44 0
905.099 2.27587e+44 0
926.698 2.17216e+44 0
948.813 2.07303e+44 0
971.456 1.97826e+44 0
994.639 1.88769e+44 0
1018.37 1.80113e+44 0
1042.68 1.71841e+44 0
1067.56 1.63937e+44 0
1093.04 1.56386e+44 0
1119.12 1.49171e+44 0
1145.83 1.42279e+44 0
1173.17 1.35697e+44 0
1201.17 1.29409e+44 0
1229.83 1.23405e+44 0
1259.18 1.17671e+44 0
1289.23 1.12197e+44 0
1320 1.0697e+44 0
1351.5 1.01979e+44 0
1383.75 9.7216e+43 0
1416.77 9.26692e+43 0
1450.58 8.83296e+43 0
1485.2 8.41881e+43 0
1520.64 8.02361e+43 0
1556.93 7.64651e+43 0
1594.08 7.28672e+43 0
1632.12 6.94347e+43 0
1671.07 6.61603e+43 0
1710.95 6.30369e+43 0
1751.78 6.00578e+43 0
1793.59 5.72167e+43 0
1836.39 5.45072e+43 0
1880.21 5.19235e+43 0
1925.08 4.94599e+43 0
1971.02 4.71111e+43 0
2018.06 4.48718e+43 0
2066.22 4.27371e+43 0
2115.52 4.07022e+43 0
2166.01 3.87627e+43 0
2217.7 3.69142e+43 0
2270.62 3.51525e+43 0
2324.81 3.34736e+43 0
2380.29 3.18738e+43 0
2437.09 3.03495e+43 0
2495.25 2.88971e+43 0
2554.8 2.75134e+43 0
2615.76 2.61951e+43 0
2678.19 2.49393e+43 0
2742.1 2.37431e+43 0
2807.54 2.26037e+43 0
2874.54 2.15184e+43 0
2943.13 2.04847e+43 0
3013.37 1.95003e+43 0
3085.28 1.85628e+43 0
3158.91 1.767e+43 0
3234.29 1.68198e+43 0
3311.47 1.60103e+43 0
3390.5 1.52395e+43 0
3471.41 1.45055e+43 0
3554.25 1.38067e+43 0
3639.07 1.31414e+43 0
3725.91 1.2508e+43 0
3814.83 1.1905e+43 0
3905.86 1.13309e+43 0
3999.07 1.07844e+43 0
4094.51 1.02642e+43 0
4192.22 9.76899e+42 0
4292.26 9.2976e+42 0
4394.69 8.84888e+42 0
4499.57 8.42177e+42 0
4606.95 8.01522e+42 0
4716.89 7.62825e+42 0
4829.45 7.25994e+42 0
4944.7 6.90937e+42 0
5062.7 6.57571e+42 0
5183.52 6.25814e+42 0
5307.22 5.95588e+42 0
5433.87 5.66821e+42 0
5563.54 5.39441e+42 0
5696.31 5.13384e+42 0
5832.25 4.88583e+42 0
5971.43 4.6498e+42 0
6113.93 4.42517e+42 0
6259.83 4.21138e+42 0
6409.22 4.00792e+42 0
6562.17 3.81428e+42 0
6718.77 3.62999e+42 0
6879.1 3.45461e+42 0
7043.27 3.2877e+42 0
7211.35 3.12885e+42 0
7383.44 2.97767e+42 0
7559.64 2.83379e+42 0
7740.04 2.69687e+42 0
7924.75 2.56656e+42 0
8113.86 2.44255e+42 0
8307.49 2.32453e+42 0
8505.74 2.21221e+42 0
8708.72 2.10532e+42 0
8916.55 2.00359e+42 0
9129.33 1.90678e+42 0
9347.2 1.81465e+42 0
9570.26 1.72697e+42 0
9798.64 1.64352e+42 0
10032.5 1.56411e+42 0
10271.9 1.48853e+42 0
10517 1.41661e+42 0
10768 1.34816e+42 0
11025 1.28301e+42 0
11288.1 1.22102e+42 0
11557.4 1.16202e+42 0
11833.3 1.10587e+42 0
12115.6 1.05244e+42 0
12404.8 1.00158e+42 0
12700.8 9.53189e+41 0
13003.9 9.07131e+41 0
13314.2 8.63299e+41 0
13631.9 8.21585e+41 0
13957.3 7.81887e+41 0
14290.3 7.44106e+41 0
14631.4 7.08151e+41 0
14980.5 6.73934e+41 0
15338 6.4137e+41 0
15704 6.10379e+41 0
16078.8 5.80886e+41 0
16462.5 5.52818e+41 0
16855.4 5.26106e+41 0
17257.6 5.00685e+41 0
17669.4 4.76492e+41 0
18091.1 4.53468e+41 0
18522.8 4.31557e+41 0
18964.9 4.10705e+41 0
19417.4 3.9086e+41 0
19880.8 3.71973e+41 0
20355.2 3.54e+41 0
20841 3.36895e+41 0
21338.4 3.20616e+41 0
21847.6 3.05124e+41 0
22368.9 2.90381e+41 0
22902.8 2.7635e+41 0
23449.3 2.62997e+41 0
24008.9 2.50289e+41 0
24581.9 2.38195e+41 0
25168.5 2.26686e+41 0
25769.1 2.15732e+41 0
26384.1 2.05308e+41 0
27013.7 1.95388e+41 0
27658.3 1.85947e+41 0
28318.4 1.76962e+41 0
28994.2 1.68411e+41 0
29686.1 1.60274e+41 0
30394.5 1.5253e+41 0
31119.8 1.45159e+41 0
31862.5 1.38145e+41 0
32622.9 1.3147e+41 0
33401.4 1.25118e+41 0
34198.4 1.19072e+41 0
35014.6 1.13319e+41 0
35850.2 1.07843e+41 0
36705.7 1.02632e+41 0
